"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
70	18	6	1	6
70	19	5	1	5
70	20	6	0	6
70	21	5	2	5
70	22	6	1	6
70	23	6	0	6
70	24	6	2	6
70	25	7	1	7
70	26	4	0	4
70	27	6	1	6
70	28	6	2	6
70	29	6	1	6
70	30	7	1	7
70	31	7	1	7
70	32	5	1	5
70	33	6	4	6
70	34	6	1	6
70	35	5	0	5
70	36	5	0	5
70	37	6	2	6
70	38	7	1	7
70	39	5	0	5
70	40	5	2	5
70	41	5	1	5
70	42	5	0	5
70	43	6	2	6
70	44	5	3	5
70	45	5	1	5
70	46	5	2	5
70	47	5	1	5
70	48	4	1	4
70	49	7	1	7
70	50	5	3	5
70	51	5	0	5
70	52	6	2	6
70	53	5	3	5
70	54	5	1	5
70	55	5	1	5
70	56	7	1	7
70	57	4	1	4
70	58	4	2	4
70	59	7	1	7
70	60	5	2	5
70	61	7	2	7
70	62	5	0	5
70	63	6	2	6
70	64	6	1	6
70	65	6	3	6
70	66	5	2	5
70	67	6	3	6
70	68	7	3	7
70	69	6	2	6
70	70	4	0	4
80	1	9	0	9
80	2	8	0	8
80	3	7	0	7
80	4	8	0	8
80	5	8	1	8
80	6	8	0	8
80	7	9	0	9
80	8	8	0	8
80	9	7	0	7
80	10	6	0	6
80	11	8	1	8
80	12	10	1	10
80	13	8	1	8
80	14	7	1	7
80	15	9	1	9
80	16	9	0	9
80	17	8	1	8
80	18	9	0	9
80	19	8	2	8
80	20	9	2	9
80	21	8	3	8
80	22	8	1	8
80	23	8	1	8
80	24	7	1	7
80	25	9	1	9
80	26	8	1	8
80	27	8	0	8
80	28	8	2	8
80	29	9	2	9
80	30	10	1	10
80	31	7	2	7
80	32	8	1	8
80	33	8	4	8
80	34	8	4	8
80	35	9	4	9
80	36	7	2	7
80	37	6	1	6
80	38	7	1	7
80	39	7	3	7
80	40	8	3	8
80	41	8	2	8
80	42	7	3	7
80	43	9	2	9
80	44	8	1	8
80	45	6	3	6
80	46	8	2	8
80	47	9	1	9
80	48	7	1	7
80	49	8	4	8
80	50	8	5	8
80	51	7	3	7
80	52	9	4	9
80	53	8	4	8
80	54	7	1	7
80	55	8	4	8
80	56	9	2	9
80	57	9	6	9
80	58	8	5	8
80	59	7	6	7
80	60	9	2	9
80	61	7	3	7
80	62	8	1	8
80	63	8	2	8
80	64	9	3	9
80	65	6	2	6
80	66	8	3	8
80	67	7	2	7
80	68	8	3	8
80	69	8	5	8
80	70	8	5	8
80	71	8	5	8
80	72	8	3	8
80	73	6	2	6
80	74	9	4	9
80	75	7	4	7
80	76	8	5	8
80	77	9	3	9
80	78	9	3	9
80	79	8	7	8
80	80	8	4	8
90	1	7	0	7
90	2	7	0	7
90	3	6	0	6
90	4	7	0	7
90	5	7	0	7
90	6	7	1	7
90	7	6	0	6
90	8	6	1	6
90	9	6	1	6
90	10	6	1	6
90	11	7	1	7
90	12	7	1	7
90	13	6	1	6
90	14	8	0	8
90	15	6	0	6
90	16	7	0	7
90	17	7	0	7
90	18	7	2	7
90	19	8	0	8
90	20	6	1	6
90	21	6	1	6
90	22	7	2	7
90	23	8	3	8
90	24	6	3	6
90	25	7	1	7
90	26	6	1	6
90	27	6	0	6
90	28	7	3	7
90	29	7	0	7
90	30	7	2	7
90	31	7	2	7
90	32	6	0	6
90	33	7	4	7
90	34	6	3	6
90	35	7	2	7
90	36	6	1	6
90	37	7	2	7
90	38	7	1	7
90	39	5	1	5
90	40	8	1	8
90	41	7	1	7
90	42	6	1	6
90	43	7	3	7
90	44	7	4	7
90	45	8	3	8
90	46	8	2	8
90	47	8	3	8
90	48	6	1	6
90	49	8	2	8
90	50	4	1	4
90	51	7	4	7
90	52	8	3	8
90	53	7	1	7
90	54	7	1	7
90	55	8	1	8
90	56	6	2	6
90	57	7	2	7
90	58	8	0	8
90	59	7	0	7
90	60	9	1	9
90	61	6	2	6
90	62	8	2	8
90	63	6	1	6
90	64	6	2	6
90	65	6	2	6
90	66	8	2	8
90	67	7	1	7
90	68	6	1	6
90	69	7	2	7
90	70	7	2	7
90	71	9	3	9
90	72	8	1	8
90	73	6	2	6
90	74	8	4	8
90	75	5	1	5
90	76	7	1	7
90	77	6	2	6
90	78	7	2	7
90	79	7	4	7
90	80	6	3	6
90	81	7	2	7
90	82	7	2	7
90	83	7	2	7
90	84	5	1	5
90	85	7	4	7
90	86	6	1	6
90	87	6	4	6
90	88	7	3	7
90	89	5	1	5
90	90	6	3	6
100	1	8	0	8
100	2	7	0	7
100	3	6	0	6
100	4	7	0	7
100	5	8	0	8
100	6	7	0	7
100	7	7	1	7
100	8	5	1	5
100	9	7	0	7
100	10	6	4	6
100	11	6	0	6
100	12	7	1	7
100	13	7	0	7
100	14	5	2	5
100	15	7	0	7
100	16	7	1	7
100	17	6	1	6
100	18	8	2	8
100	19	7	1	7
100	20	7	1	7
100	21	7	1	7
100	22	5	3	5
100	23	8	1	8
100	24	7	0	7
100	25	5	0	5
100	26	7	1	7
100	27	8	0	8
100	28	8	3	8
100	29	8	1	8
100	30	8	0	8
100	31	7	1	7
100	32	5	2	5
100	33	8	2	8
100	34	8	3	8
100	35	7	1	7
100	36	6	3	6
100	37	8	2	8
100	38	6	1	6
100	39	7	2	7
100	40	7	3	7
100	41	5	1	5
100	42	6	1	6
100	43	6	2	6
100	44	6	1	6
100	45	7	1	7
100	46	6	2	6
100	47	6	0	6
100	48	6	2	6
100	49	7	0	7
100	50	8	2	8
100	51	8	2	8
100	52	7	3	7
100	53	7	3	7
100	54	6	1	6
100	55	7	0	7
100	56	6	0	6
100	57	8	1	8
100	58	7	2	7
100	59	8	1	8
100	60	8	2	8
100	61	8	4	8
100	62	7	2	7
100	63	7	4	7
100	64	7	1	7
100	65	7	1	7
100	66	7	2	7
100	67	5	2	5
100	68	7	2	7
100	69	6	2	6
100	70	6	0	6
100	71	7	2	7
100	72	6	3	6
100	73	7	3	7
100	74	8	4	8
100	75	6	4	6
100	76	6	2	6
100	77	7	0	7
100	78	6	1	6
100	79	7	3	7
100	80	5	5	5
100	81	6	3	6
100	82	6	2	6
100	83	8	5	8
100	84	8	4	8
100	85	7	2	7
100	86	8	2	8
100	87	8	3	8
100	88	6	1	6
100	89	7	4	7
100	90	7	2	7
100	91	7	1	7
100	92	6	3	6
100	93	7	3	7
100	94	6	4	6
100	95	8	3	8
100	96	7	2	7
100	97	8	2	8
100	98	7	3	7
100	99	6	1	6
100	100	5	2	5
110	1	9	0	9
110	2	9	0	9
110	3	7	0	7
110	4	6	0	6
110	5	8	0	8
110	6	10	0	10
110	7	8	0	8
110	8	8	0	8
110	9	9	0	9
110	10	9	0	9
110	11	9	0	9
110	12	8	1	8
110	13	8	0	8
110	14	10	2	10
110	15	10	1	10
110	16	8	2	8
110	17	9	0	9
110	18	8	1	8
110	19	9	0	9
110	20	7	1	7
110	21	8	1	8
110	22	8	1	8
110	23	6	1	6
110	24	8	0	8
110	25	9	1	9
110	26	6	0	6
110	27	8	1	8
110	28	7	0	7
110	29	9	1	9
110	30	7	1	7
110	31	9	0	9
110	32	7	0	7
110	33	7	0	7
110	34	7	1	7
110	35	7	1	7
110	36	7	2	7
110	37	9	2	9
110	38	8	3	8
110	39	8	1	8
110	40	10	1	10
110	41	7	2	7
110	42	9	3	9
110	43	6	2	6
110	44	8	2	8
110	45	6	2	6
110	46	10	3	10
110	47	8	4	8
110	48	9	4	9
110	49	8	1	8
110	50	8	2	8
110	51	7	2	7
110	52	8	1	8
110	53	5	2	5
110	54	8	0	8
110	55	6	0	6
110	56	9	3	9
110	57	7	2	7
110	58	8	4	8
110	59	9	1	9
110	60	8	0	8
110	61	10	2	10
110	62	9	1	9
110	63	6	2	6
110	64	7	1	7
110	65	7	1	7
110	66	9	3	9
110	67	5	0	5
110	68	8	1	8
110	69	8	2	8
110	70	8	2	8
110	71	8	2	8
110	72	7	3	7
110	73	7	0	7
110	74	7	3	7
110	75	6	2	6
110	76	8	2	8
110	77	8	4	8
110	78	7	4	7
110	79	8	3	8
110	80	9	3	9
110	81	7	4	7
110	82	5	4	5
110	83	8	5	8
110	84	7	2	7
110	85	8	3	8
110	86	9	1	9
110	87	7	3	7
110	88	9	1	9
110	89	7	2	7
110	90	10	3	10
110	91	8	4	8
110	92	8	2	8
110	93	10	4	10
110	94	8	3	8
110	95	9	3	9
110	96	8	2	8
110	97	6	2	6
110	98	9	3	9
110	99	7	3	7
110	100	6	2	6
110	101	8	2	8
110	102	8	2	8
110	103	7	1	7
110	104	8	4	8
110	105	8	1	8
110	106	9	3	9
110	107	9	2	9
110	108	7	4	7
110	109	8	2	8
110	110	9	4	9
120	1	9	0	9
120	2	10	0	10
120	3	9	0	9
120	4	10	0	10
120	5	10	0	10
120	6	9	0	9
120	7	10	0	10
120	8	10	0	10
120	9	8	0	8
120	10	10	0	10
120	11	10	0	10
120	12	8	0	8
120	13	10	2	10
120	14	10	2	10
120	15	10	1	10
120	16	10	1	10
120	17	10	1	10
120	18	9	0	9
120	19	10	0	10
120	20	10	3	10
120	21	10	3	10
120	22	10	3	10
120	23	10	2	10
120	24	8	1	8
120	25	10	4	10
120	26	10	2	10
120	27	9	0	9
120	28	9	1	9
120	29	8	2	8
120	30	9	2	9
120	31	10	3	10
120	32	10	3	10
120	33	9	0	9
120	34	10	1	10
120	35	10	0	10
120	36	10	2	10
120	37	9	0	9
120	38	10	1	10
120	39	9	2	9
120	40	10	0	10
120	41	9	4	9
120	42	10	2	10
120	43	9	2	9
120	44	8	0	8
120	45	10	0	10
120	46	10	3	10
120	47	10	3	10
120	48	10	2	10
120	49	10	3	10
120	50	10	2	10
120	51	10	4	10
120	52	9	2	9
120	53	9	4	9
120	54	10	6	10
120	55	10	3	10
120	56	9	2	9
120	57	10	0	10
120	58	10	3	10
120	59	9	3	9
120	60	10	4	10
120	61	9	6	9
120	62	9	1	9
120	63	9	5	9
120	64	10	3	10
120	65	9	3	9
120	66	9	2	9
120	67	9	1	9
120	68	7	1	7
120	69	10	4	10
120	70	9	1	9
120	71	9	2	9
120	72	10	2	10
120	73	10	4	10
120	74	10	7	10
120	75	10	3	10
120	76	9	4	9
120	77	9	2	9
120	78	10	3	10
120	79	8	3	8
120	80	10	4	10
120	81	9	4	9
120	82	9	2	9
120	83	8	5	8
120	84	10	5	10
120	85	10	3	10
120	86	10	1	10
120	87	9	2	9
120	88	9	3	9
120	89	9	4	9
120	90	10	5	10
120	91	9	5	9
120	92	8	3	8
120	93	9	3	9
120	94	9	6	9
120	95	9	5	9
120	96	9	5	9
120	97	8	4	8
120	98	10	4	10
120	99	10	4	10
120	100	8	6	8
120	101	9	3	9
120	102	10	5	10
120	103	7	3	7
120	104	9	7	9
120	105	9	4	9
120	106	10	6	10
120	107	10	3	10
120	108	10	5	10
120	109	9	2	9
120	110	10	4	10
120	111	9	5	9
120	112	10	3	10
120	113	9	4	9
120	114	8	4	8
120	115	10	3	10
120	116	8	5	8
120	117	10	3	10
120	118	9	5	9
120	119	9	4	9
120	120	10	4	10
130	1	9	0	9
130	2	9	0	9
130	3	8	0	8
130	4	8	0	8
130	5	9	0	9
130	6	9	0	9
130	7	7	0	7
130	8	8	1	8
130	9	8	0	8
130	10	5	0	5
130	11	8	0	8
130	12	7	1	7
130	13	8	1	8
130	14	9	1	9
130	15	7	1	7
130	16	7	0	7
130	17	8	1	8
130	18	7	2	7
130	19	6	0	6
130	20	7	0	7
130	21	6	1	6
130	22	7	0	7
130	23	7	0	7
130	24	9	3	9
130	25	9	1	9
130	26	6	0	6
130	27	7	0	7
130	28	9	0	9
130	29	7	0	7
130	30	6	2	6
130	31	8	1	8
130	32	8	3	8
130	33	7	0	7
130	34	7	0	7
130	35	7	2	7
130	36	7	1	7
130	37	6	1	6
130	38	8	0	8
130	39	6	1	6
130	40	8	1	8
130	41	8	3	8
130	42	7	3	7
130	43	8	2	8
130	44	7	0	7
130	45	5	0	5
130	46	7	2	7
130	47	6	0	6
130	48	9	0	9
130	49	7	3	7
130	50	7	1	7
130	51	8	4	8
130	52	8	2	8
130	53	7	2	7
130	54	8	0	8
130	55	6	2	6
130	56	8	2	8
130	57	8	2	8
130	58	8	4	8
130	59	8	4	8
130	60	7	2	7
130	61	7	1	7
130	62	8	2	8
130	63	9	3	9
130	64	8	0	8
130	65	7	2	7
130	66	6	3	6
130	67	6	1	6
130	68	6	1	6
130	69	7	4	7
130	70	7	3	7
130	71	7	2	7
130	72	8	3	8
130	73	6	1	6
130	74	6	3	6
130	75	6	2	6
130	76	9	4	9
130	77	6	2	6
130	78	9	2	9
130	79	7	2	7
130	80	5	2	5
130	81	8	0	8
130	82	6	1	6
130	83	7	2	7
130	84	9	5	9
130	85	7	1	7
130	86	9	3	9
130	87	6	1	6
130	88	9	5	9
130	89	6	2	6
130	90	7	2	7
130	91	8	2	8
130	92	9	3	9
130	93	6	1	6
130	94	7	4	7
130	95	6	1	6
130	96	8	0	8
130	97	9	3	9
130	98	5	4	5
130	99	7	3	7
130	100	5	0	5
130	101	7	3	7
130	102	8	1	8
130	103	7	4	7
130	104	5	2	5
130	105	6	2	6
130	106	7	3	7
130	107	6	1	6
130	108	6	2	6
130	109	7	2	7
130	110	6	3	6
130	111	8	4	8
130	112	7	3	7
130	113	7	1	7
130	114	8	2	8
130	115	6	2	6
130	116	7	3	7
130	117	7	4	7
130	118	8	3	8
130	119	8	5	8
130	120	7	1	7
130	121	7	2	7
130	122	7	2	7
130	123	8	2	8
130	124	9	2	9
130	125	8	4	8
130	126	7	2	7
130	127	7	1	7
130	128	6	2	6
130	129	7	1	7
130	130	9	2	9
140	1	7	0	7
140	2	7	0	7
140	3	7	0	7
140	4	6	1	6
140	5	5	0	5
140	6	5	0	5
140	7	7	0	7
140	8	6	0	6
140	9	7	0	7
140	10	7	0	7
140	11	7	1	7
140	12	8	1	8
140	13	7	0	7
140	14	5	0	5
140	15	7	1	7
140	16	6	1	6
140	17	8	0	8
140	18	7	1	7
140	19	6	3	6
140	20	6	1	6
140	21	7	2	7
140	22	7	1	7
140	23	7	0	7
140	24	6	1	6
140	25	6	0	6
140	26	9	2	9
140	27	7	1	7
140	28	9	1	9
140	29	5	2	5
140	30	6	1	6
140	31	5	0	5
140	32	7	0	7
140	33	6	0	6
140	34	7	1	7
140	35	7	2	7
140	36	7	1	7
140	37	6	1	6
140	38	8	2	8
140	39	7	2	7
140	40	7	3	7
140	41	7	1	7
140	42	7	1	7
140	43	7	2	7
140	44	6	2	6
140	45	7	2	7
140	46	6	2	6
140	47	8	2	8
140	48	6	2	6
140	49	8	2	8
140	50	7	3	7
140	51	5	2	5
140	52	6	2	6
140	53	7	3	7
140	54	6	3	6
140	55	5	0	5
140	56	7	2	7
140	57	6	1	6
140	58	6	3	6
140	59	7	2	7
140	60	7	3	7
140	61	6	3	6
140	62	8	2	8
140	63	6	1	6
140	64	7	2	7
140	65	6	1	6
140	66	6	2	6
140	67	8	4	8
140	68	8	3	8
140	69	6	1	6
140	70	6	2	6
140	71	5	2	5
140	72	6	3	6
140	73	5	1	5
140	74	6	2	6
140	75	7	2	7
140	76	7	2	7
140	77	7	2	7
140	78	7	5	7
140	79	6	3	6
140	80	6	2	6
140	81	7	1	7
140	82	5	2	5
140	83	7	2	7
140	84	8	3	8
140	85	6	2	6
140	86	6	1	6
140	87	9	3	9
140	88	6	3	6
140	89	7	2	7
140	90	5	3	5
140	91	5	2	5
140	92	7	2	7
140	93	6	2	6
140	94	7	6	7
140	95	7	2	7
140	96	6	3	6
140	97	6	3	6
140	98	6	3	6
140	99	6	3	6
140	100	7	3	7
140	101	6	4	6
140	102	7	2	7
140	103	7	1	7
140	104	6	4	6
140	105	7	3	7
140	106	7	3	7
140	107	5	3	5
140	108	7	3	7
140	109	7	3	7
140	110	6	2	6
140	111	7	2	7
140	112	7	3	7
140	113	6	2	6
140	114	6	2	6
140	115	4	2	4
140	116	8	2	8
140	117	5	2	5
140	118	6	2	6
140	119	4	2	4
140	120	7	3	7
140	121	7	5	7
140	122	7	2	7
140	123	8	2	8
140	124	5	2	5
140	125	7	3	7
140	126	7	2	7
140	127	4	3	4
140	128	6	1	6
140	129	5	5	5
140	130	6	4	6
140	131	7	1	7
140	132	6	1	6
140	133	7	6	7
140	134	7	4	7
140	135	6	1	6
140	136	6	4	6
140	137	6	1	6
140	138	7	2	7
140	139	7	4	7
140	140	8	4	8
150	1	9	0	9
150	2	7	0	7
150	3	7	0	7
150	4	9	0	9
150	5	7	0	7
150	6	8	0	8
150	7	8	1	8
150	8	7	0	7
150	9	9	1	9
150	10	8	1	8
150	11	7	1	7
150	12	8	0	8
150	13	8	2	8
150	14	9	1	9
150	15	7	0	7
150	16	9	1	9
150	17	9	3	9
150	18	9	1	9
150	19	8	3	8
150	20	8	0	8
150	21	8	0	8
150	22	6	1	6
150	23	9	1	9
150	24	8	0	8
150	25	9	1	9
150	26	7	0	7
150	27	6	1	6
150	28	8	2	8
150	29	9	1	9
150	30	9	0	9
150	31	7	1	7
150	32	6	2	6
150	33	8	1	8
150	34	7	3	7
150	35	7	1	7
150	36	9	5	9
150	37	7	2	7
150	38	8	2	8
150	39	8	1	8
150	40	8	1	8
150	41	8	3	8
150	42	9	2	9
150	43	8	1	8
150	44	9	3	9
150	45	8	1	8
150	46	9	1	9
150	47	7	2	7
150	48	8	2	8
150	49	6	2	6
150	50	8	0	8
150	51	6	3	6
150	52	6	3	6
150	53	9	4	9
150	54	8	1	8
150	55	9	4	9
150	56	8	2	8
150	57	8	1	8
150	58	8	1	8
150	59	7	2	7
150	60	8	3	8
150	61	9	2	9
150	62	9	1	9
150	63	7	4	7
150	64	8	3	8
150	65	8	4	8
150	66	6	2	6
150	67	7	3	7
150	68	8	1	8
150	69	9	3	9
150	70	7	3	7
150	71	8	2	8
150	72	8	3	8
150	73	8	3	8
150	74	8	2	8
150	75	9	2	9
150	76	8	3	8
150	77	8	4	8
150	78	6	1	6
150	79	6	0	6
150	80	9	5	9
150	81	6	3	6
150	82	9	2	9
150	83	6	1	6
150	84	5	2	5
150	85	8	6	8
150	86	8	2	8
150	87	7	3	7
150	88	8	3	8
150	89	6	1	6
150	90	4	3	4
150	91	7	4	7
150	92	6	3	6
150	93	8	3	8
150	94	9	5	9
150	95	8	2	8
150	96	9	4	9
150	97	9	4	9
150	98	8	2	8
150	99	7	2	7
150	100	7	3	7
150	101	7	4	7
150	102	6	3	6
150	103	9	6	9
150	104	6	1	6
150	105	5	1	5
150	106	8	2	8
150	107	6	1	6
150	108	8	4	8
150	109	9	4	9
150	110	8	3	8
150	111	8	0	8
150	112	10	4	10
150	113	7	2	7
150	114	6	3	6
150	115	8	4	8
150	116	6	5	6
150	117	8	4	8
150	118	9	5	9
150	119	6	1	6
150	120	7	4	7
150	121	7	3	7
150	122	9	4	9
150	123	8	6	8
150	124	8	5	8
150	125	8	5	8
150	126	8	1	8
150	127	7	3	7
150	128	9	7	9
150	129	9	3	9
150	130	7	5	7
150	131	6	1	6
150	132	8	5	8
150	133	8	2	8
150	134	8	4	8
150	135	7	3	7
150	136	7	3	7
150	137	6	3	6
150	138	7	4	7
150	139	8	2	8
150	140	6	3	6
150	141	8	3	8
150	142	7	4	7
150	143	8	5	8
150	144	8	4	8
150	145	7	5	7
150	146	8	7	8
150	147	7	4	7
150	148	9	7	9
150	149	8	4	8
150	150	8	4	8
160	1	4	0	4
160	2	4	0	4
160	3	4	0	4
160	4	3	0	3
160	5	4	0	4
160	6	3	1	3
160	7	4	0	4
160	8	2	0	2
160	9	4	0	4
160	10	3	1	3
160	11	3	1	3
160	12	4	0	4
160	13	4	0	4
160	14	3	0	3
160	15	3	0	3
160	16	5	0	5
160	17	3	0	3
160	18	3	1	3
160	19	4	3	4
160	20	4	0	4
160	21	4	0	4
160	22	4	1	4
160	23	4	2	4
160	24	5	0	5
160	25	3	0	3
160	26	3	2	3
160	27	3	1	3
160	28	5	1	5
160	29	4	0	4
160	30	3	0	3
160	31	2	0	2
160	32	4	2	4
160	33	2	0	2
160	34	3	1	3
160	35	2	0	2
160	36	4	1	4
160	37	4	0	4
160	38	5	1	5
160	39	3	0	3
160	40	4	0	4
160	41	5	1	5
160	42	4	2	4
160	43	5	2	5
160	44	5	1	5
160	45	3	0	3
160	46	4	1	4
160	47	4	1	4
160	48	2	0	2
160	49	5	1	5
160	50	3	1	3
160	51	4	4	4
160	52	4	2	4
160	53	5	2	5
160	54	4	0	4
160	55	3	1	3
160	56	3	0	3
160	57	4	1	4
160	58	5	1	5
160	59	5	4	5
160	60	4	1	4
160	61	4	2	4
160	62	4	1	4
160	63	3	1	3
160	64	4	1	4
160	65	3	1	3
160	66	5	1	5
160	67	4	0	4
160	68	3	2	3
160	69	4	1	4
160	70	2	1	2
160	71	6	4	6
160	72	3	0	3
160	73	3	2	3
160	74	2	1	2
160	75	3	1	3
160	76	3	0	3
160	77	4	0	4
160	78	5	2	5
160	79	4	2	4
160	80	3	1	3
160	81	4	1	4
160	82	5	1	5
160	83	3	2	3
160	84	4	2	4
160	85	3	1	3
160	86	4	0	4
160	87	4	1	4
160	88	4	1	4
160	89	3	2	3
160	90	4	1	4
160	91	3	2	3
160	92	3	1	3
160	93	3	3	3
160	94	3	0	3
160	95	7	2	7
160	96	3	1	3
160	97	2	0	2
160	98	3	2	3
160	99	2	0	2
160	100	2	0	2
160	101	2	2	2
160	102	4	1	4
160	103	2	0	2
160	104	3	0	3
160	105	4	1	4
160	106	3	2	3
160	107	3	2	3
160	108	3	2	3
160	109	2	0	2
160	110	3	2	3
160	111	3	2	3
160	112	3	1	3
160	113	3	0	3
160	114	3	2	3
160	115	3	2	3
160	116	3	0	3
160	117	4	3	4
160	118	3	3	3
160	119	3	0	3
160	120	3	0	3
160	121	4	2	4
160	122	3	2	3
160	123	2	1	2
160	124	6	1	6
160	125	2	1	2
160	126	1	0	1
160	127	2	2	2
160	128	5	0	5
160	129	3	2	3
160	130	5	4	5
160	131	4	1	4
160	132	3	1	3
160	133	2	2	2
160	134	3	3	3
160	135	3	1	3
160	136	4	1	4
160	137	3	2	3
160	138	4	3	4
160	139	2	2	2
160	140	4	0	4
160	141	4	3	4
160	142	2	1	2
160	143	2	1	2
160	144	2	1	2
160	145	3	1	3
160	146	3	1	3
160	147	3	0	3
160	148	5	1	5
160	149	4	3	4
160	150	4	1	4
160	151	3	3	3
160	152	3	2	3
160	153	3	2	3
160	154	3	1	3
160	155	4	3	4
160	156	3	2	3
160	157	4	0	4
160	158	3	2	3
160	159	4	3	4
160	160	4	2	4
170	1	9	0	9
170	2	7	0	7
170	3	7	0	7
170	4	9	0	9
170	5	7	0	7
170	6	8	0	8
170	7	8	0	8
170	8	7	1	7
170	9	8	0	8
170	10	9	3	9
170	11	7	0	7
170	12	9	0	9
170	13	8	0	8
170	14	9	0	9
170	15	8	2	8
170	16	9	1	9
170	17	8	1	8
170	18	7	1	7
170	19	7	1	7
170	20	8	3	8
170	21	8	0	8
170	22	8	1	8
170	23	9	1	9
170	24	7	2	7
170	25	7	3	7
170	26	7	2	7
170	27	7	0	7
170	28	7	1	7
170	29	7	1	7
170	30	6	2	6
170	31	9	1	9
170	32	8	0	8
170	33	7	0	7
170	34	6	1	6
170	35	8	3	8
170	36	7	4	7
170	37	6	2	6
170	38	8	3	8
170	39	7	2	7
170	40	8	0	8
170	41	4	1	4
170	42	7	3	7
170	43	7	1	7
170	44	6	2	6
170	45	9	4	9
170	46	6	1	6
170	47	7	4	7
170	48	9	3	9
170	49	8	1	8
170	50	9	1	9
170	51	7	4	7
170	52	7	1	7
170	53	8	4	8
170	54	4	1	4
170	55	8	3	8
170	56	6	2	6
170	57	7	3	7
170	58	7	2	7
170	59	7	4	7
170	60	7	2	7
170	61	7	3	7
170	62	7	2	7
170	63	6	3	6
170	64	6	2	6
170	65	6	3	6
170	66	7	5	7
170	67	7	1	7
170	68	7	0	7
170	69	8	3	8
170	70	7	2	7
170	71	7	3	7
170	72	7	2	7
170	73	8	3	8
170	74	4	2	4
170	75	7	1	7
170	76	8	3	8
170	77	6	3	6
170	78	7	0	7
170	79	9	4	9
170	80	6	1	6
170	81	6	2	6
170	82	8	3	8
170	83	7	3	7
170	84	7	3	7
170	85	8	4	8
170	86	6	2	6
170	87	7	3	7
170	88	8	5	8
170	89	6	3	6
170	90	6	3	6
170	91	6	3	6
170	92	9	3	9
170	93	8	3	8
170	94	6	3	6
170	95	7	2	7
170	96	8	2	8
170	97	6	2	6
170	98	6	3	6
170	99	8	2	8
170	100	7	6	7
170	101	6	4	6
170	102	7	4	7
170	103	8	4	8
170	104	8	5	8
170	105	6	2	6
170	106	6	4	6
170	107	7	3	7
170	108	4	0	4
170	109	6	4	6
170	110	5	5	5
170	111	5	1	5
170	112	5	3	5
170	113	6	2	6
170	114	8	1	8
170	115	8	3	8
170	116	7	5	7
170	117	6	1	6
170	118	6	3	6
170	119	8	2	8
170	120	7	5	7
170	121	6	4	6
170	122	5	5	5
170	123	6	0	6
170	124	6	2	6
170	125	8	6	8
170	126	7	3	7
170	127	7	4	7
170	128	7	4	7
170	129	8	5	8
170	130	8	5	8
170	131	6	5	6
170	132	8	4	8
170	133	7	2	7
