"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"	"Treatment"
190	120	7	5	7	"FSF"
190	121	8	5	8	"FSF"
190	122	6	3	6	"FSF"
190	123	6	5	6	"FSF"
190	124	8	5	8	"FSF"
190	125	7	1	7	"FSF"
190	126	8	5	8	"FSF"
190	127	7	2	7	"FSF"
190	128	8	4	8	"FSF"
190	129	5	1	5	"FSF"
190	130	7	4	7	"FSF"
190	131	8	2	8	"FSF"
190	132	8	6	8	"FSF"
190	133	6	3	6	"FSF"
190	134	7	4	7	"FSF"
190	135	6	2	6	"FSF"
190	136	7	4	7	"FSF"
190	137	6	4	6	"FSF"
190	138	8	3	8	"FSF"
190	139	7	3	7	"FSF"
190	140	8	5	8	"FSF"
190	141	6	4	6	"FSF"
190	142	8	6	8	"FSF"
190	143	6	4	6	"FSF"
190	144	7	5	7	"FSF"
190	145	7	4	7	"FSF"
190	146	9	6	9	"FSF"
190	147	7	4	7	"FSF"
190	148	6	5	6	"FSF"
190	149	8	5	8	"FSF"
190	150	7	5	7	"FSF"
190	151	6	2	6	"FSF"
190	152	7	5	7	"FSF"
190	153	6	4	6	"FSF"
190	154	7	5	7	"FSF"
190	155	7	3	7	"FSF"
190	156	7	3	7	"FSF"
190	157	6	4	6	"FSF"
190	158	6	3	6	"FSF"
190	159	7	4	7	"FSF"
190	160	7	5	7	"FSF"
190	161	7	1	7	"FSF"
190	162	6	4	6	"FSF"
190	163	7	4	7	"FSF"
190	164	8	5	8	"FSF"
190	165	7	4	7	"FSF"
190	166	6	3	6	"FSF"
190	167	8	6	8	"FSF"
190	168	6	2	6	"FSF"
190	169	7	4	7	"FSF"
190	170	6	4	6	"FSF"
190	171	6	5	6	"FSF"
190	172	7	6	7	"FSF"
190	173	5	2	5	"FSF"
190	174	7	3	7	"FSF"
190	175	7	4	7	"FSF"
190	176	6	3	6	"FSF"
190	177	7	4	7	"FSF"
190	178	8	4	8	"FSF"
190	179	6	6	6	"FSF"
190	180	6	3	6	"FSF"
190	181	7	5	7	"FSF"
190	182	7	4	7	"FSF"
190	183	6	4	6	"FSF"
190	184	6	5	6	"FSF"
190	185	7	5	7	"FSF"
190	186	8	3	8	"FSF"
190	187	7	2	7	"FSF"
190	188	5	4	5	"FSF"
190	189	8	4	8	"FSF"
190	190	5	2	5	"FSF"
200	1	9	0	9	"FSF"
200	2	8	0	8	"FSF"
200	3	9	0	9	"FSF"
200	4	8	1	8	"FSF"
200	5	8	0	8	"FSF"
200	6	8	0	8	"FSF"
200	7	9	0	9	"FSF"
200	8	8	0	8	"FSF"
200	9	8	1	8	"FSF"
200	10	9	0	9	"FSF"
200	11	7	0	7	"FSF"
200	12	7	2	7	"FSF"
200	13	7	1	7	"FSF"
200	14	9	1	9	"FSF"
200	15	7	1	7	"FSF"
200	16	7	0	7	"FSF"
200	17	8	1	8	"FSF"
200	18	8	1	8	"FSF"
200	19	8	2	8	"FSF"
200	20	7	3	7	"FSF"
200	21	7	0	7	"FSF"
200	22	8	2	8	"FSF"
200	23	7	0	7	"FSF"
200	24	7	0	7	"FSF"
200	25	8	1	8	"FSF"
200	26	7	2	7	"FSF"
200	27	8	2	8	"FSF"
200	28	9	3	9	"FSF"
200	29	7	2	7	"FSF"
200	30	7	1	7	"FSF"
200	31	7	1	7	"FSF"
200	32	8	3	8	"FSF"
200	33	7	0	7	"FSF"
200	34	8	5	8	"FSF"
200	35	7	0	7	"FSF"
200	36	7	1	7	"FSF"
200	37	7	3	7	"FSF"
200	38	7	2	7	"FSF"
200	39	7	1	7	"FSF"
200	40	7	1	7	"FSF"
200	41	8	3	8	"FSF"
200	42	8	0	8	"FSF"
200	43	7	0	7	"FSF"
200	44	7	1	7	"FSF"
200	45	7	4	7	"FSF"
200	46	7	1	7	"FSF"
200	47	7	1	7	"FSF"
200	48	7	2	7	"FSF"
200	49	8	2	8	"FSF"
200	50	7	0	7	"FSF"
200	51	7	1	7	"FSF"
200	52	7	2	7	"FSF"
200	53	7	5	7	"FSF"
200	54	7	2	7	"FSF"
200	55	8	2	8	"FSF"
200	56	8	3	8	"FSF"
200	57	7	0	7	"FSF"
200	58	6	1	6	"FSF"
200	59	6	2	6	"FSF"
200	60	6	3	6	"FSF"
200	61	7	2	7	"FSF"
200	62	7	1	7	"FSF"
200	63	8	2	8	"FSF"
200	64	7	2	7	"FSF"
200	65	8	3	8	"FSF"
200	66	8	4	8	"FSF"
200	67	8	3	8	"FSF"
200	68	7	4	7	"FSF"
200	69	7	3	7	"FSF"
200	70	8	3	8	"FSF"
200	71	6	2	6	"FSF"
200	72	6	2	6	"FSF"
200	73	7	2	7	"FSF"
200	74	6	5	6	"FSF"
200	75	8	4	8	"FSF"
200	76	7	4	7	"FSF"
200	77	5	1	5	"FSF"
200	78	9	4	9	"FSF"
200	79	7	5	7	"FSF"
200	80	7	3	7	"FSF"
200	81	7	5	7	"FSF"
200	82	7	3	7	"FSF"
200	83	7	4	7	"FSF"
200	84	7	2	7	"FSF"
200	85	6	2	6	"FSF"
200	86	6	3	6	"FSF"
200	87	7	2	7	"FSF"
200	88	6	2	6	"FSF"
200	89	7	4	7	"FSF"
200	90	7	2	7	"FSF"
200	91	7	2	7	"FSF"
200	92	7	2	7	"FSF"
200	93	6	3	6	"FSF"
200	94	6	2	6	"FSF"
200	95	8	5	8	"FSF"
200	96	5	4	5	"FSF"
200	97	5	3	5	"FSF"
200	98	8	3	8	"FSF"
200	99	7	4	7	"FSF"
200	100	7	4	7	"FSF"
200	101	6	3	6	"FSF"
200	102	7	5	7	"FSF"
200	103	8	4	8	"FSF"
200	104	7	3	7	"FSF"
200	105	6	3	6	"FSF"
200	106	8	5	8	"FSF"
200	107	8	4	8	"FSF"
200	108	7	1	7	"FSF"
200	109	7	2	7	"FSF"
200	110	7	4	7	"FSF"
200	111	7	4	7	"FSF"
200	112	5	3	5	"FSF"
200	113	7	2	7	"FSF"
200	114	7	3	7	"FSF"
200	115	6	4	6	"FSF"
200	116	6	5	6	"FSF"
200	117	7	5	7	"FSF"
200	118	5	2	5	"FSF"
200	119	5	2	5	"FSF"
200	120	8	3	8	"FSF"
200	121	7	3	7	"FSF"
200	122	7	4	7	"FSF"
200	123	6	4	6	"FSF"
200	124	5	3	5	"FSF"
200	125	8	5	8	"FSF"
200	126	7	4	7	"FSF"
200	127	7	5	7	"FSF"
200	128	6	4	6	"FSF"
200	129	8	5	8	"FSF"
200	130	5	3	5	"FSF"
200	131	9	3	9	"FSF"
200	132	7	3	7	"FSF"
200	133	6	2	6	"FSF"
200	134	7	5	7	"FSF"
200	135	9	5	9	"FSF"
200	136	6	3	6	"FSF"
200	137	7	4	7	"FSF"
200	138	7	4	7	"FSF"
200	139	5	1	5	"FSF"
200	140	5	2	5	"FSF"
200	141	7	4	7	"FSF"
200	142	7	5	7	"FSF"
200	143	8	3	8	"FSF"
200	144	8	4	8	"FSF"
200	145	6	5	6	"FSF"
200	146	7	4	7	"FSF"
200	147	6	3	6	"FSF"
200	148	8	3	8	"FSF"
200	149	7	6	7	"FSF"
200	150	7	5	7	"FSF"
200	151	7	4	7	"FSF"
200	152	6	4	6	"FSF"
200	153	6	2	6	"FSF"
200	154	6	4	6	"FSF"
200	155	5	2	5	"FSF"
200	156	7	2	7	"FSF"
200	157	6	3	6	"FSF"
200	158	7	7	7	"FSF"
200	159	8	6	8	"FSF"
200	160	7	1	7	"FSF"
200	161	6	5	6	"FSF"
200	162	7	5	7	"FSF"
200	163	7	5	7	"FSF"
200	164	6	4	6	"FSF"
200	165	6	3	6	"FSF"
200	166	6	5	6	"FSF"
200	167	6	3	6	"FSF"
200	168	7	3	7	"FSF"
200	169	6	5	6	"FSF"
200	170	6	5	6	"FSF"
200	171	7	6	7	"FSF"
200	172	7	4	7	"FSF"
200	173	7	3	7	"FSF"
200	174	7	2	7	"FSF"
200	175	7	5	7	"FSF"
200	176	6	4	6	"FSF"
200	177	7	4	7	"FSF"
200	178	7	2	7	"FSF"
200	179	6	2	6	"FSF"
200	180	8	5	8	"FSF"
200	181	9	5	9	"FSF"
200	182	6	4	6	"FSF"
200	183	7	3	7	"FSF"
200	184	7	5	7	"FSF"
200	185	7	4	7	"FSF"
200	186	7	6	7	"FSF"
200	187	6	4	6	"FSF"
200	188	6	4	6	"FSF"
200	189	7	5	7	"FSF"
200	190	8	8	8	"FSF"
200	191	7	5	7	"FSF"
200	192	8	4	8	"FSF"
200	193	8	6	8	"FSF"
200	194	7	4	7	"FSF"
200	195	8	2	8	"FSF"
200	196	5	2	5	"FSF"
200	197	7	4	7	"FSF"
200	198	6	2	6	"FSF"
200	199	6	3	6	"FSF"
200	200	6	3	6	"FSF"
50	1	8	0	8	"FSR"
50	2	10	0	10	"FSR"
50	3	9	0	9	"FSR"
50	4	9	0	9	"FSR"
50	5	8	1	8	"FSR"
50	6	7	1	7	"FSR"
50	7	10	0	10	"FSR"
50	8	8	0	8	"FSR"
50	9	9	1	9	"FSR"
50	10	8	0	8	"FSR"
50	11	8	3	8	"FSR"
50	12	8	0	8	"FSR"
50	13	8	0	8	"FSR"
50	14	8	0	8	"FSR"
50	15	10	0	10	"FSR"
50	16	8	1	8	"FSR"
50	17	8	1	8	"FSR"
50	18	8	1	8	"FSR"
50	19	8	0	8	"FSR"
50	20	8	1	8	"FSR"
50	21	9	3	9	"FSR"
50	22	8	2	8	"FSR"
50	23	8	1	8	"FSR"
50	24	8	0	8	"FSR"
50	25	8	0	8	"FSR"
50	26	8	4	8	"FSR"
50	27	6	3	6	"FSR"
50	28	8	4	8	"FSR"
50	29	6	2	6	"FSR"
50	30	8	2	8	"FSR"
50	31	9	2	9	"FSR"
50	32	8	1	8	"FSR"
50	33	9	6	9	"FSR"
50	34	8	2	8	"FSR"
50	35	7	4	7	"FSR"
50	36	8	1	8	"FSR"
50	37	8	2	8	"FSR"
50	38	8	0	8	"FSR"
50	39	8	4	8	"FSR"
50	40	9	4	9	"FSR"
50	41	8	3	8	"FSR"
50	42	6	0	6	"FSR"
50	43	7	2	7	"FSR"
50	44	7	3	7	"FSR"
50	45	9	4	9	"FSR"
50	46	8	3	8	"FSR"
50	47	8	2	8	"FSR"
50	48	7	2	7	"FSR"
50	49	8	3	8	"FSR"
50	50	9	1	9	"FSR"
60	1	3	0	3	"FSR"
60	2	2	0	2	"FSR"
60	3	4	0	4	"FSR"
60	4	2	0	2	"FSR"
60	5	3	0	3	"FSR"
60	6	2	0	2	"FSR"
60	7	2	0	2	"FSR"
60	8	2	0	2	"FSR"
60	9	4	0	4	"FSR"
60	10	3	0	3	"FSR"
60	11	4	0	4	"FSR"
60	12	2	0	2	"FSR"
60	13	3	0	3	"FSR"
60	14	3	0	3	"FSR"
60	15	3	0	3	"FSR"
60	16	3	0	3	"FSR"
60	17	2	0	2	"FSR"
60	18	3	0	3	"FSR"
60	19	3	0	3	"FSR"
60	20	2	0	2	"FSR"
60	21	2	0	2	"FSR"
60	22	4	0	4	"FSR"
60	23	2	0	2	"FSR"
60	24	3	0	3	"FSR"
60	25	3	0	3	"FSR"
60	26	3	0	3	"FSR"
60	27	4	0	4	"FSR"
60	28	2	0	2	"FSR"
60	29	2	0	2	"FSR"
60	30	3	1	3	"FSR"
60	31	3	1	3	"FSR"
60	32	3	0	3	"FSR"
60	33	2	0	2	"FSR"
60	34	5	1	5	"FSR"
60	35	3	0	3	"FSR"
60	36	3	0	3	"FSR"
60	37	3	0	3	"FSR"
60	38	4	2	4	"FSR"
60	39	4	1	4	"FSR"
60	40	3	1	3	"FSR"
60	41	3	0	3	"FSR"
60	42	2	1	2	"FSR"
60	43	2	0	2	"FSR"
60	44	3	0	3	"FSR"
60	45	4	0	4	"FSR"
60	46	4	3	4	"FSR"
60	47	3	1	3	"FSR"
60	48	3	0	3	"FSR"
60	49	4	1	4	"FSR"
60	50	2	1	2	"FSR"
60	51	3	1	3	"FSR"
60	52	3	2	3	"FSR"
60	53	3	1	3	"FSR"
60	54	2	0	2	"FSR"
60	55	3	0	3	"FSR"
60	56	2	0	2	"FSR"
60	57	3	1	3	"FSR"
60	58	2	0	2	"FSR"
60	59	3	1	3	"FSR"
60	60	4	1	4	"FSR"
70	1	7	0	7	"FSR"
70	2	8	0	8	"FSR"
70	3	8	0	8	"FSR"
70	4	8	1	8	"FSR"
70	5	8	1	8	"FSR"
70	6	8	0	8	"FSR"
70	7	7	1	7	"FSR"
70	8	7	0	7	"FSR"
70	9	7	1	7	"FSR"
70	10	7	0	7	"FSR"
70	11	8	2	8	"FSR"
70	12	8	0	8	"FSR"
70	13	8	0	8	"FSR"
70	14	7	1	7	"FSR"
70	15	8	2	8	"FSR"
70	16	6	1	6	"FSR"
70	17	7	1	7	"FSR"
70	18	7	1	7	"FSR"
70	19	7	1	7	"FSR"
70	20	8	1	8	"FSR"
70	21	7	0	7	"FSR"
70	22	8	1	8	"FSR"
70	23	7	1	7	"FSR"
70	24	7	5	7	"FSR"
70	25	7	2	7	"FSR"
70	26	7	1	7	"FSR"
70	27	7	1	7	"FSR"
70	28	8	3	8	"FSR"
70	29	8	2	8	"FSR"
70	30	6	0	6	"FSR"
70	31	8	1	8	"FSR"
70	32	8	2	8	"FSR"
70	33	8	2	8	"FSR"
70	34	7	2	7	"FSR"
70	35	7	0	7	"FSR"
70	36	7	2	7	"FSR"
70	37	7	1	7	"FSR"
70	38	8	2	8	"FSR"
70	39	8	0	8	"FSR"
70	40	8	2	8	"FSR"
70	41	8	1	8	"FSR"
70	42	7	2	7	"FSR"
70	43	8	3	8	"FSR"
70	44	7	3	7	"FSR"
70	45	8	3	8	"FSR"
70	46	7	3	7	"FSR"
70	47	6	1	6	"FSR"
70	48	7	0	7	"FSR"
70	49	7	5	7	"FSR"
70	50	8	3	8	"FSR"
70	51	7	0	7	"FSR"
70	52	8	0	8	"FSR"
70	53	7	3	7	"FSR"
70	54	8	4	8	"FSR"
70	55	7	0	7	"FSR"
70	56	8	2	8	"FSR"
70	57	7	2	7	"FSR"
70	58	8	4	8	"FSR"
70	59	7	1	7	"FSR"
70	60	8	1	8	"FSR"
70	61	8	3	8	"FSR"
70	62	7	2	7	"FSR"
70	63	8	5	8	"FSR"
70	64	8	2	8	"FSR"
70	65	6	3	6	"FSR"
70	66	7	2	7	"FSR"
70	67	8	4	8	"FSR"
70	68	6	0	6	"FSR"
70	69	7	3	7	"FSR"
70	70	7	2	7	"FSR"
80	1	7	0	7	"FSR"
80	2	7	0	7	"FSR"
80	3	8	0	8	"FSR"
80	4	8	0	8	"FSR"
80	5	7	0	7	"FSR"
80	6	8	0	8	"FSR"
80	7	6	0	6	"FSR"
80	8	8	1	8	"FSR"
80	9	6	0	6	"FSR"
80	10	6	2	6	"FSR"
80	11	5	0	5	"FSR"
80	12	6	0	6	"FSR"
80	13	8	0	8	"FSR"
80	14	6	0	6	"FSR"
80	15	8	2	8	"FSR"
80	16	6	0	6	"FSR"
80	17	7	2	7	"FSR"
80	18	6	0	6	"FSR"
80	19	7	0	7	"FSR"
80	20	7	0	7	"FSR"
80	21	8	0	8	"FSR"
80	22	8	1	8	"FSR"
80	23	6	2	6	"FSR"
80	24	7	0	7	"FSR"
80	25	6	1	6	"FSR"
80	26	8	5	8	"FSR"
80	27	8	1	8	"FSR"
80	28	7	4	7	"FSR"
80	29	8	4	8	"FSR"
80	30	6	0	6	"FSR"
80	31	7	0	7	"FSR"
80	32	8	0	8	"FSR"
80	33	7	2	7	"FSR"
80	34	5	1	5	"FSR"
80	35	5	2	5	"FSR"
80	36	7	2	7	"FSR"
80	37	6	3	6	"FSR"
80	38	8	2	8	"FSR"
80	39	8	2	8	"FSR"
80	40	6	1	6	"FSR"
80	41	8	3	8	"FSR"
80	42	8	0	8	"FSR"
80	43	6	2	6	"FSR"
80	44	7	2	7	"FSR"
80	45	7	0	7	"FSR"
80	46	8	3	8	"FSR"
80	47	6	3	6	"FSR"
80	48	7	3	7	"FSR"
80	49	8	4	8	"FSR"
80	50	7	1	7	"FSR"
80	51	7	3	7	"FSR"
80	52	6	1	6	"FSR"
80	53	7	3	7	"FSR"
80	54	7	2	7	"FSR"
80	55	6	1	6	"FSR"
80	56	9	3	9	"FSR"
80	57	6	1	6	"FSR"
80	58	7	3	7	"FSR"
80	59	5	1	5	"FSR"
80	60	8	3	8	"FSR"
80	61	5	3	5	"FSR"
80	62	5	1	5	"FSR"
80	63	5	1	5	"FSR"
80	64	7	2	7	"FSR"
80	65	7	2	7	"FSR"
80	66	7	3	7	"FSR"
80	67	5	2	5	"FSR"
80	68	8	3	8	"FSR"
80	69	6	1	6	"FSR"
80	70	6	0	6	"FSR"
80	71	9	2	9	"FSR"
80	72	6	3	6	"FSR"
80	73	6	1	6	"FSR"
80	74	6	1	6	"FSR"
80	75	7	3	7	"FSR"
80	76	6	2	6	"FSR"
80	77	6	1	6	"FSR"
80	78	7	3	7	"FSR"
80	79	4	2	4	"FSR"
80	80	7	2	7	"FSR"
90	1	8	0	8	"FSR"
90	2	7	0	7	"FSR"
90	3	6	0	6	"FSR"
90	4	7	0	7	"FSR"
90	5	6	1	6	"FSR"
90	6	6	0	6	"FSR"
90	7	7	0	7	"FSR"
90	8	8	0	8	"FSR"
90	9	6	0	6	"FSR"
90	10	6	1	6	"FSR"
90	11	7	1	7	"FSR"
90	12	4	1	4	"FSR"
90	13	8	1	8	"FSR"
90	14	6	0	6	"FSR"
90	15	5	0	5	"FSR"
90	16	6	0	6	"FSR"
90	17	8	1	8	"FSR"
90	18	7	0	7	"FSR"
90	19	5	2	5	"FSR"
90	20	6	1	6	"FSR"
90	21	5	2	5	"FSR"
90	22	7	1	7	"FSR"
90	23	5	0	5	"FSR"
90	24	7	1	7	"FSR"
90	25	6	1	6	"FSR"
90	26	6	1	6	"FSR"
90	27	5	0	5	"FSR"
90	28	6	1	6	"FSR"
90	29	7	2	7	"FSR"
90	30	5	1	5	"FSR"
90	31	6	1	6	"FSR"
90	32	6	1	6	"FSR"
90	33	4	3	4	"FSR"
90	34	7	1	7	"FSR"
90	35	7	2	7	"FSR"
90	36	7	1	7	"FSR"
90	37	6	1	6	"FSR"
90	38	6	1	6	"FSR"
90	39	6	1	6	"FSR"
90	40	6	2	6	"FSR"
90	41	5	2	5	"FSR"
90	42	7	2	7	"FSR"
90	43	7	0	7	"FSR"
90	44	6	2	6	"FSR"
90	45	6	2	6	"FSR"
90	46	7	2	7	"FSR"
90	47	6	3	6	"FSR"
90	48	6	2	6	"FSR"
90	49	4	1	4	"FSR"
90	50	5	2	5	"FSR"
90	51	6	0	6	"FSR"
90	52	8	3	8	"FSR"
90	53	6	1	6	"FSR"
90	54	5	4	5	"FSR"
90	55	6	0	6	"FSR"
90	56	5	1	5	"FSR"
90	57	7	0	7	"FSR"
90	58	5	3	5	"FSR"
90	59	5	1	5	"FSR"
90	60	5	0	5	"FSR"
90	61	5	3	5	"FSR"
90	62	6	1	6	"FSR"
90	63	7	2	7	"FSR"
90	64	5	1	5	"FSR"
90	65	4	0	4	"FSR"
90	66	7	1	7	"FSR"
90	67	6	1	6	"FSR"
90	68	6	0	6	"FSR"
90	69	5	1	5	"FSR"
90	70	6	0	6	"FSR"
90	71	4	2	4	"FSR"
90	72	5	2	5	"FSR"
90	73	5	1	5	"FSR"
90	74	8	2	8	"FSR"
90	75	4	1	4	"FSR"
90	76	5	2	5	"FSR"
90	77	7	3	7	"FSR"
90	78	7	2	7	"FSR"
90	79	6	2	6	"FSR"
90	80	8	2	8	"FSR"
90	81	6	3	6	"FSR"
90	82	6	2	6	"FSR"
90	83	5	1	5	"FSR"
90	84	8	3	8	"FSR"
90	85	7	3	7	"FSR"
90	86	6	6	6	"FSR"
90	87	6	4	6	"FSR"
90	88	4	1	4	"FSR"
90	89	5	1	5	"FSR"
90	90	6	2	6	"FSR"
100	1	7	0	7	"FSR"
100	2	7	0	7	"FSR"
100	3	7	0	7	"FSR"
100	4	6	0	6	"FSR"
100	5	7	0	7	"FSR"
100	6	5	0	5	"FSR"
100	7	6	1	6	"FSR"
100	8	5	0	5	"FSR"
100	9	6	0	6	"FSR"
100	10	5	1	5	"FSR"
100	11	5	0	5	"FSR"
100	12	6	3	6	"FSR"
100	13	7	2	7	"FSR"
100	14	7	0	7	"FSR"
100	15	6	2	6	"FSR"
100	16	6	1	6	"FSR"
100	17	7	0	7	"FSR"
100	18	6	1	6	"FSR"
100	19	6	1	6	"FSR"
100	20	6	1	6	"FSR"
100	21	6	4	6	"FSR"
100	22	7	1	7	"FSR"
100	23	5	1	5	"FSR"
100	24	6	2	6	"FSR"
100	25	7	1	7	"FSR"
100	26	7	2	7	"FSR"
100	27	7	1	7	"FSR"
100	28	4	1	4	"FSR"
100	29	7	1	7	"FSR"
100	30	5	1	5	"FSR"
100	31	7	3	7	"FSR"
100	32	7	0	7	"FSR"
100	33	7	1	7	"FSR"
100	34	7	1	7	"FSR"
100	35	6	0	6	"FSR"
100	36	7	3	7	"FSR"
100	37	5	1	5	"FSR"
100	38	5	0	5	"FSR"
100	39	5	2	5	"FSR"
100	40	5	3	5	"FSR"
100	41	6	1	6	"FSR"
100	42	7	3	7	"FSR"
100	43	6	3	6	"FSR"
100	44	6	1	6	"FSR"
100	45	6	1	6	"FSR"
100	46	6	1	6	"FSR"
100	47	7	3	7	"FSR"
100	48	6	1	6	"FSR"
100	49	6	2	6	"FSR"
100	50	6	1	6	"FSR"
100	51	6	3	6	"FSR"
100	52	5	4	5	"FSR"
100	53	6	1	6	"FSR"
100	54	7	1	7	"FSR"
100	55	6	2	6	"FSR"
100	56	6	1	6	"FSR"
100	57	7	4	7	"FSR"
100	58	7	4	7	"FSR"
100	59	7	2	7	"FSR"
100	60	7	1	7	"FSR"
100	61	6	2	6	"FSR"
100	62	5	2	5	"FSR"
100	63	6	3	6	"FSR"
100	64	6	0	6	"FSR"
100	65	6	1	6	"FSR"
100	66	3	3	3	"FSR"
100	67	5	3	5	"FSR"
100	68	7	4	7	"FSR"
100	69	7	3	7	"FSR"
100	70	5	2	5	"FSR"
100	71	7	1	7	"FSR"
100	72	6	1	6	"FSR"
100	73	6	0	6	"FSR"
100	74	5	2	5	"FSR"
100	75	6	1	6	"FSR"
100	76	6	5	6	"FSR"
100	77	6	2	6	"FSR"
100	78	6	1	6	"FSR"
100	79	6	3	6	"FSR"
100	80	7	4	7	"FSR"
100	81	5	1	5	"FSR"
100	82	5	2	5	"FSR"
100	83	6	1	6	"FSR"
100	84	6	1	6	"FSR"
100	85	7	1	7	"FSR"
100	86	6	2	6	"FSR"
100	87	4	3	4	"FSR"
100	88	6	2	6	"FSR"
100	89	6	0	6	"FSR"
100	90	5	2	5	"FSR"
100	91	6	2	6	"FSR"
100	92	7	3	7	"FSR"
100	93	5	2	5	"FSR"
100	94	5	2	5	"FSR"
100	95	7	2	7	"FSR"
100	96	6	3	6	"FSR"
100	97	7	3	7	"FSR"
100	98	5	3	5	"FSR"
100	99	5	5	5	"FSR"
100	100	6	3	6	"FSR"
110	1	9	0	9	"FSR"
110	2	9	0	9	"FSR"
110	3	8	0	8	"FSR"
110	4	8	0	8	"FSR"
110	5	7	0	7	"FSR"
110	6	8	1	8	"FSR"
110	7	8	1	8	"FSR"
110	8	7	0	7	"FSR"
110	9	8	0	8	"FSR"
110	10	8	2	8	"FSR"
110	11	8	1	8	"FSR"
110	12	8	1	8	"FSR"
110	13	8	0	8	"FSR"
110	14	8	1	8	"FSR"
110	15	7	0	7	"FSR"
110	16	7	1	7	"FSR"
110	17	8	1	8	"FSR"
110	18	7	2	7	"FSR"
110	19	8	0	8	"FSR"
110	20	8	1	8	"FSR"
110	21	8	1	8	"FSR"
110	22	8	2	8	"FSR"
110	23	8	2	8	"FSR"
110	24	8	2	8	"FSR"
110	25	7	1	7	"FSR"
110	26	8	1	8	"FSR"
110	27	8	3	8	"FSR"
110	28	8	1	8	"FSR"
110	29	7	0	7	"FSR"
110	30	8	0	8	"FSR"
110	31	6	2	6	"FSR"
110	32	8	2	8	"FSR"
110	33	8	4	8	"FSR"
110	34	8	3	8	"FSR"
110	35	8	1	8	"FSR"
110	36	8	3	8	"FSR"
110	37	8	2	8	"FSR"
110	38	8	2	8	"FSR"
110	39	7	4	7	"FSR"
110	40	8	1	8	"FSR"
110	41	8	4	8	"FSR"
110	42	8	0	8	"FSR"
110	43	8	1	8	"FSR"
110	44	8	3	8	"FSR"
110	45	8	6	8	"FSR"
110	46	7	3	7	"FSR"
110	47	8	4	8	"FSR"
110	48	8	2	8	"FSR"
110	49	8	0	8	"FSR"
110	50	7	1	7	"FSR"
110	51	8	3	8	"FSR"
110	52	8	1	8	"FSR"
110	53	8	3	8	"FSR"
110	54	8	1	8	"FSR"
110	55	8	2	8	"FSR"
110	56	7	4	7	"FSR"
110	57	7	4	7	"FSR"
110	58	8	3	8	"FSR"
110	59	8	3	8	"FSR"
110	60	8	4	8	"FSR"
110	61	7	3	7	"FSR"
110	62	8	0	8	"FSR"
110	63	7	3	7	"FSR"
110	64	8	4	8	"FSR"
110	65	8	2	8	"FSR"
110	66	8	2	8	"FSR"
110	67	6	1	6	"FSR"
110	68	8	6	8	"FSR"
110	69	8	2	8	"FSR"
110	70	7	3	7	"FSR"
110	71	8	3	8	"FSR"
110	72	8	2	8	"FSR"
110	73	8	3	8	"FSR"
110	74	8	5	8	"FSR"
110	75	8	3	8	"FSR"
110	76	8	4	8	"FSR"
110	77	8	5	8	"FSR"
110	78	8	4	8	"FSR"
110	79	8	3	8	"FSR"
110	80	8	6	8	"FSR"
110	81	8	5	8	"FSR"
110	82	8	3	8	"FSR"
110	83	7	2	7	"FSR"
110	84	8	4	8	"FSR"
110	85	8	1	8	"FSR"
110	86	7	4	7	"FSR"
110	87	7	4	7	"FSR"
110	88	8	2	8	"FSR"
110	89	8	3	8	"FSR"
110	90	8	2	8	"FSR"
110	91	7	5	7	"FSR"
110	92	8	5	8	"FSR"
110	93	8	4	8	"FSR"
110	94	8	3	8	"FSR"
110	95	7	3	7	"FSR"
110	96	8	2	8	"FSR"
110	97	8	3	8	"FSR"
110	98	8	1	8	"FSR"
110	99	8	1	8	"FSR"
110	100	8	5	8	"FSR"
110	101	8	2	8	"FSR"
110	102	8	3	8	"FSR"
110	103	8	3	8	"FSR"
110	104	7	4	7	"FSR"
110	105	6	3	6	"FSR"
110	106	8	3	8	"FSR"
110	107	7	5	7	"FSR"
110	108	8	3	8	"FSR"
110	109	7	3	7	"FSR"
110	110	9	4	9	"FSR"
120	1	3	0	3	"FSR"
120	2	4	0	4	"FSR"
120	3	4	0	4	"FSR"
120	4	4	0	4	"FSR"
120	5	4	0	4	"FSR"
120	6	3	0	3	"FSR"
120	7	3	0	3	"FSR"
120	8	4	0	4	"FSR"
120	9	3	1	3	"FSR"
120	10	3	1	3	"FSR"
120	11	4	0	4	"FSR"
120	12	4	1	4	"FSR"
120	13	3	1	3	"FSR"
120	14	4	0	4	"FSR"
120	15	4	0	4	"FSR"
120	16	3	0	3	"FSR"
120	17	3	0	3	"FSR"
120	18	4	1	4	"FSR"
120	19	4	1	4	"FSR"
120	20	4	0	4	"FSR"
120	21	3	0	3	"FSR"
120	22	4	1	4	"FSR"
120	23	3	1	3	"FSR"
120	24	3	2	3	"FSR"
120	25	4	1	4	"FSR"
120	26	4	0	4	"FSR"
120	27	4	1	4	"FSR"
120	28	4	1	4	"FSR"
120	29	3	0	3	"FSR"
120	30	3	1	3	"FSR"
120	31	4	0	4	"FSR"
120	32	3	1	3	"FSR"
120	33	3	1	3	"FSR"
120	34	3	3	3	"FSR"
120	35	3	1	3	"FSR"
120	36	4	0	4	"FSR"
120	37	3	3	3	"FSR"
120	38	4	0	4	"FSR"
120	39	3	1	3	"FSR"
120	40	4	1	4	"FSR"
120	41	3	0	3	"FSR"
