"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"	"Treatment"
90	86	5	1	5	"RSF"
90	87	7	1	7	"RSF"
90	88	5	1	5	"RSF"
90	89	8	5	8	"RSF"
90	90	5	0	5	"RSF"
100	1	7	0	7	"RSF"
100	2	7	0	7	"RSF"
100	3	7	1	7	"RSF"
100	4	5	0	5	"RSF"
100	5	6	0	6	"RSF"
100	6	7	0	7	"RSF"
100	7	7	1	7	"RSF"
100	8	6	0	6	"RSF"
100	9	9	0	9	"RSF"
100	10	7	2	7	"RSF"
100	11	7	1	7	"RSF"
100	12	6	0	6	"RSF"
100	13	7	1	7	"RSF"
100	14	6	1	6	"RSF"
100	15	6	2	6	"RSF"
100	16	6	1	6	"RSF"
100	17	6	0	6	"RSF"
100	18	6	1	6	"RSF"
100	19	7	0	7	"RSF"
100	20	6	2	6	"RSF"
100	21	4	0	4	"RSF"
100	22	7	3	7	"RSF"
100	23	6	2	6	"RSF"
100	24	6	3	6	"RSF"
100	25	7	1	7	"RSF"
100	26	7	2	7	"RSF"
100	27	6	2	6	"RSF"
100	28	6	2	6	"RSF"
100	29	6	2	6	"RSF"
100	30	5	0	5	"RSF"
100	31	6	1	6	"RSF"
100	32	7	3	7	"RSF"
100	33	8	2	8	"RSF"
100	34	6	1	6	"RSF"
100	35	6	4	6	"RSF"
100	36	6	1	6	"RSF"
100	37	5	2	5	"RSF"
100	38	6	1	6	"RSF"
100	39	6	2	6	"RSF"
100	40	7	1	7	"RSF"
100	41	7	4	7	"RSF"
100	42	8	2	8	"RSF"
100	43	6	3	6	"RSF"
100	44	7	1	7	"RSF"
100	45	5	1	5	"RSF"
100	46	7	3	7	"RSF"
100	47	8	4	8	"RSF"
100	48	6	2	6	"RSF"
100	49	5	3	5	"RSF"
100	50	5	1	5	"RSF"
100	51	7	1	7	"RSF"
100	52	7	2	7	"RSF"
100	53	5	2	5	"RSF"
100	54	6	0	6	"RSF"
100	55	5	1	5	"RSF"
100	56	6	2	6	"RSF"
100	57	7	3	7	"RSF"
100	58	7	4	7	"RSF"
100	59	7	3	7	"RSF"
100	60	6	3	6	"RSF"
100	61	7	3	7	"RSF"
100	62	7	2	7	"RSF"
100	63	7	2	7	"RSF"
100	64	7	3	7	"RSF"
100	65	6	2	6	"RSF"
100	66	7	4	7	"RSF"
100	67	6	1	6	"RSF"
100	68	7	2	7	"RSF"
100	69	7	7	7	"RSF"
100	70	5	2	5	"RSF"
100	71	6	3	6	"RSF"
100	72	6	4	6	"RSF"
100	73	5	4	5	"RSF"
100	74	7	3	7	"RSF"
100	75	7	3	7	"RSF"
100	76	7	5	7	"RSF"
100	77	7	2	7	"RSF"
100	78	5	1	5	"RSF"
100	79	7	3	7	"RSF"
100	80	8	5	8	"RSF"
100	81	7	4	7	"RSF"
100	82	7	4	7	"RSF"
100	83	7	2	7	"RSF"
100	84	7	3	7	"RSF"
100	85	7	3	7	"RSF"
100	86	7	2	7	"RSF"
100	87	7	5	7	"RSF"
100	88	6	5	6	"RSF"
100	89	6	3	6	"RSF"
100	90	5	2	5	"RSF"
100	91	7	5	7	"RSF"
100	92	6	3	6	"RSF"
100	93	7	3	7	"RSF"
100	94	7	4	7	"RSF"
100	95	6	4	6	"RSF"
100	96	7	4	7	"RSF"
100	97	5	3	5	"RSF"
100	98	7	5	7	"RSF"
100	99	7	7	7	"RSF"
100	100	7	4	7	"RSF"
110	1	7	0	7	"RSF"
110	2	6	0	6	"RSF"
110	3	7	1	7	"RSF"
110	4	6	0	6	"RSF"
110	5	7	2	7	"RSF"
110	6	6	0	6	"RSF"
110	7	7	0	7	"RSF"
110	8	6	1	6	"RSF"
110	9	6	1	6	"RSF"
110	10	7	1	7	"RSF"
110	11	6	0	6	"RSF"
110	12	5	0	5	"RSF"
110	13	7	0	7	"RSF"
110	14	6	1	6	"RSF"
110	15	5	0	5	"RSF"
110	16	7	1	7	"RSF"
110	17	7	2	7	"RSF"
110	18	7	2	7	"RSF"
110	19	7	1	7	"RSF"
110	20	6	0	6	"RSF"
110	21	7	3	7	"RSF"
110	22	6	0	6	"RSF"
110	23	7	2	7	"RSF"
110	24	7	2	7	"RSF"
110	25	5	2	5	"RSF"
110	26	7	1	7	"RSF"
110	27	6	1	6	"RSF"
110	28	6	1	6	"RSF"
110	29	7	3	7	"RSF"
110	30	7	2	7	"RSF"
110	31	6	1	6	"RSF"
110	32	6	1	6	"RSF"
110	33	5	0	5	"RSF"
110	34	7	2	7	"RSF"
110	35	7	3	7	"RSF"
110	36	6	5	6	"RSF"
110	37	7	1	7	"RSF"
110	38	6	2	6	"RSF"
110	39	7	1	7	"RSF"
110	40	7	2	7	"RSF"
110	41	7	2	7	"RSF"
110	42	7	3	7	"RSF"
110	43	5	1	5	"RSF"
110	44	7	4	7	"RSF"
110	45	7	4	7	"RSF"
110	46	6	1	6	"RSF"
110	47	5	1	5	"RSF"
110	48	7	2	7	"RSF"
110	49	6	1	6	"RSF"
110	50	6	2	6	"RSF"
110	51	7	4	7	"RSF"
110	52	6	1	6	"RSF"
110	53	7	1	7	"RSF"
110	54	7	1	7	"RSF"
110	55	6	1	6	"RSF"
110	56	8	4	8	"RSF"
110	57	6	2	6	"RSF"
110	58	6	0	6	"RSF"
110	59	7	2	7	"RSF"
110	60	6	3	6	"RSF"
110	61	7	3	7	"RSF"
110	62	7	3	7	"RSF"
110	63	6	4	6	"RSF"
110	64	7	2	7	"RSF"
110	65	4	2	4	"RSF"
110	66	7	4	7	"RSF"
110	67	6	1	6	"RSF"
110	68	6	3	6	"RSF"
110	69	6	2	6	"RSF"
110	70	6	4	6	"RSF"
110	71	5	2	5	"RSF"
110	72	6	2	6	"RSF"
110	73	6	4	6	"RSF"
110	74	7	1	7	"RSF"
110	75	6	4	6	"RSF"
110	76	6	2	6	"RSF"
110	77	7	4	7	"RSF"
110	78	6	3	6	"RSF"
110	79	6	4	6	"RSF"
110	80	7	6	7	"RSF"
110	81	6	3	6	"RSF"
110	82	7	2	7	"RSF"
110	83	6	3	6	"RSF"
110	84	8	3	8	"RSF"
110	85	6	2	6	"RSF"
110	86	6	5	6	"RSF"
110	87	7	0	7	"RSF"
110	88	6	2	6	"RSF"
110	89	6	2	6	"RSF"
110	90	6	1	6	"RSF"
110	91	5	4	5	"RSF"
110	92	4	2	4	"RSF"
110	93	6	2	6	"RSF"
110	94	6	4	6	"RSF"
110	95	6	4	6	"RSF"
110	96	5	4	5	"RSF"
110	97	5	3	5	"RSF"
110	98	8	3	8	"RSF"
110	99	7	4	7	"RSF"
110	100	5	1	5	"RSF"
110	101	6	3	6	"RSF"
110	102	5	3	5	"RSF"
110	103	5	2	5	"RSF"
110	104	7	4	7	"RSF"
110	105	6	5	6	"RSF"
110	106	7	1	7	"RSF"
110	107	6	5	6	"RSF"
110	108	6	4	6	"RSF"
110	109	7	5	7	"RSF"
110	110	8	4	8	"RSF"
120	1	6	0	6	"RSF"
120	2	7	0	7	"RSF"
120	3	7	0	7	"RSF"
120	4	7	2	7	"RSF"
120	5	7	0	7	"RSF"
120	6	5	1	5	"RSF"
120	7	7	0	7	"RSF"
120	8	7	0	7	"RSF"
120	9	7	1	7	"RSF"
120	10	7	1	7	"RSF"
120	11	7	1	7	"RSF"
120	12	6	0	6	"RSF"
120	13	7	3	7	"RSF"
120	14	7	1	7	"RSF"
120	15	7	1	7	"RSF"
120	16	6	1	6	"RSF"
120	17	7	1	7	"RSF"
120	18	7	1	7	"RSF"
120	19	7	1	7	"RSF"
120	20	6	2	6	"RSF"
120	21	6	0	6	"RSF"
120	22	6	1	6	"RSF"
120	23	7	2	7	"RSF"
120	24	7	2	7	"RSF"
120	25	8	1	8	"RSF"
120	26	5	2	5	"RSF"
120	27	6	3	6	"RSF"
120	28	6	2	6	"RSF"
120	29	7	1	7	"RSF"
120	30	7	1	7	"RSF"
120	31	6	3	6	"RSF"
120	32	6	2	6	"RSF"
120	33	7	5	7	"RSF"
120	34	7	2	7	"RSF"
120	35	8	4	8	"RSF"
120	36	7	2	7	"RSF"
120	37	5	2	5	"RSF"
120	38	7	0	7	"RSF"
120	39	7	1	7	"RSF"
120	40	7	4	7	"RSF"
120	41	5	2	5	"RSF"
120	42	7	2	7	"RSF"
120	43	7	2	7	"RSF"
120	44	6	2	6	"RSF"
120	45	7	4	7	"RSF"
120	46	7	4	7	"RSF"
120	47	7	3	7	"RSF"
120	48	6	3	6	"RSF"
120	49	7	3	7	"RSF"
120	50	6	2	6	"RSF"
120	51	6	1	6	"RSF"
120	52	7	3	7	"RSF"
120	53	7	4	7	"RSF"
120	54	5	3	5	"RSF"
120	55	7	3	7	"RSF"
120	56	6	2	6	"RSF"
120	57	6	1	6	"RSF"
120	58	7	3	7	"RSF"
120	59	6	3	6	"RSF"
120	60	6	4	6	"RSF"
120	61	6	3	6	"RSF"
120	62	9	4	9	"RSF"
120	63	6	3	6	"RSF"
120	64	4	1	4	"RSF"
120	65	7	1	7	"RSF"
120	66	7	6	7	"RSF"
120	67	6	3	6	"RSF"
120	68	6	5	6	"RSF"
120	69	6	3	6	"RSF"
120	70	6	2	6	"RSF"
120	71	6	2	6	"RSF"
120	72	6	2	6	"RSF"
120	73	5	3	5	"RSF"
120	74	7	4	7	"RSF"
120	75	7	3	7	"RSF"
120	76	6	4	6	"RSF"
120	77	4	1	4	"RSF"
120	78	8	4	8	"RSF"
120	79	6	1	6	"RSF"
120	80	7	3	7	"RSF"
120	81	6	5	6	"RSF"
120	82	6	3	6	"RSF"
120	83	6	3	6	"RSF"
120	84	6	2	6	"RSF"
120	85	6	1	6	"RSF"
120	86	6	0	6	"RSF"
120	87	6	3	6	"RSF"
120	88	6	2	6	"RSF"
120	89	6	3	6	"RSF"
120	90	6	4	6	"RSF"
120	91	8	3	8	"RSF"
120	92	5	3	5	"RSF"
120	93	6	2	6	"RSF"
120	94	7	2	7	"RSF"
120	95	7	4	7	"RSF"
120	96	7	3	7	"RSF"
120	97	6	3	6	"RSF"
120	98	4	4	4	"RSF"
120	99	6	3	6	"RSF"
120	100	7	4	7	"RSF"
120	101	7	5	7	"RSF"
120	102	7	3	7	"RSF"
120	103	7	4	7	"RSF"
120	104	7	3	7	"RSF"
120	105	6	4	6	"RSF"
120	106	6	3	6	"RSF"
120	107	6	5	6	"RSF"
120	108	8	6	8	"RSF"
120	109	7	3	7	"RSF"
120	110	5	2	5	"RSF"
120	111	5	3	5	"RSF"
120	112	6	2	6	"RSF"
120	113	5	1	5	"RSF"
120	114	6	3	6	"RSF"
120	115	6	2	6	"RSF"
120	116	7	4	7	"RSF"
120	117	6	4	6	"RSF"
120	118	6	3	6	"RSF"
120	119	6	0	6	"RSF"
120	120	7	4	7	"RSF"
130	1	5	0	5	"RSF"
130	2	7	1	7	"RSF"
130	3	7	0	7	"RSF"
130	4	7	0	7	"RSF"
130	5	7	0	7	"RSF"
130	6	7	0	7	"RSF"
130	7	6	1	6	"RSF"
130	8	7	0	7	"RSF"
130	9	7	1	7	"RSF"
130	10	6	0	6	"RSF"
130	11	3	0	3	"RSF"
130	12	7	0	7	"RSF"
130	13	7	2	7	"RSF"
130	14	8	2	8	"RSF"
130	15	7	1	7	"RSF"
130	16	6	1	6	"RSF"
130	17	7	1	7	"RSF"
130	18	7	0	7	"RSF"
130	19	6	1	6	"RSF"
130	20	5	2	5	"RSF"
130	21	6	2	6	"RSF"
130	22	7	3	7	"RSF"
130	23	7	1	7	"RSF"
130	24	7	1	7	"RSF"
130	25	7	2	7	"RSF"
130	26	7	4	7	"RSF"
130	27	6	1	6	"RSF"
130	28	6	1	6	"RSF"
130	29	5	1	5	"RSF"
130	30	7	4	7	"RSF"
130	31	5	0	5	"RSF"
130	32	7	2	7	"RSF"
130	33	6	0	6	"RSF"
130	34	6	3	6	"RSF"
130	35	4	2	4	"RSF"
130	36	7	2	7	"RSF"
130	37	7	2	7	"RSF"
130	38	6	2	6	"RSF"
130	39	7	2	7	"RSF"
130	40	6	3	6	"RSF"
130	41	7	1	7	"RSF"
130	42	5	2	5	"RSF"
130	43	6	1	6	"RSF"
130	44	7	1	7	"RSF"
130	45	7	4	7	"RSF"
130	46	7	2	7	"RSF"
130	47	7	2	7	"RSF"
130	48	5	3	5	"RSF"
130	49	7	2	7	"RSF"
130	50	7	3	7	"RSF"
130	51	6	1	6	"RSF"
130	52	7	3	7	"RSF"
130	53	6	4	6	"RSF"
130	54	7	3	7	"RSF"
130	55	7	3	7	"RSF"
130	56	6	2	6	"RSF"
130	57	5	0	5	"RSF"
130	58	6	1	6	"RSF"
130	59	7	4	7	"RSF"
130	60	6	2	6	"RSF"
130	61	5	1	5	"RSF"
130	62	7	5	7	"RSF"
130	63	8	6	8	"RSF"
130	64	6	3	6	"RSF"
130	65	7	2	7	"RSF"
130	66	5	3	5	"RSF"
130	67	7	4	7	"RSF"
130	68	8	1	8	"RSF"
130	69	7	1	7	"RSF"
130	70	6	3	6	"RSF"
130	71	6	0	6	"RSF"
130	72	7	3	7	"RSF"
130	73	6	1	6	"RSF"
130	74	6	4	6	"RSF"
130	75	6	4	6	"RSF"
130	76	7	7	7	"RSF"
130	77	6	2	6	"RSF"
130	78	6	4	6	"RSF"
130	79	6	3	6	"RSF"
130	80	6	3	6	"RSF"
130	81	6	3	6	"RSF"
130	82	6	1	6	"RSF"
130	83	7	1	7	"RSF"
130	84	6	2	6	"RSF"
130	85	7	3	7	"RSF"
130	86	6	4	6	"RSF"
130	87	7	3	7	"RSF"
130	88	5	3	5	"RSF"
130	89	6	3	6	"RSF"
130	90	6	3	6	"RSF"
130	91	6	3	6	"RSF"
130	92	8	3	8	"RSF"
130	93	4	2	4	"RSF"
130	94	7	5	7	"RSF"
130	95	6	1	6	"RSF"
130	96	7	3	7	"RSF"
130	97	5	3	5	"RSF"
130	98	6	5	6	"RSF"
130	99	7	3	7	"RSF"
130	100	7	4	7	"RSF"
130	101	8	4	8	"RSF"
130	102	6	1	6	"RSF"
130	103	6	4	6	"RSF"
130	104	7	4	7	"RSF"
130	105	6	3	6	"RSF"
130	106	6	4	6	"RSF"
130	107	7	4	7	"RSF"
130	108	7	4	7	"RSF"
130	109	5	4	5	"RSF"
130	110	6	3	6	"RSF"
130	111	7	4	7	"RSF"
130	112	5	1	5	"RSF"
130	113	6	2	6	"RSF"
130	114	6	5	6	"RSF"
130	115	7	2	7	"RSF"
130	116	7	4	7	"RSF"
130	117	7	3	7	"RSF"
130	118	6	1	6	"RSF"
130	119	6	3	6	"RSF"
130	120	6	4	6	"RSF"
130	121	7	4	7	"RSF"
130	122	6	4	6	"RSF"
130	123	5	3	5	"RSF"
130	124	6	2	6	"RSF"
130	125	8	2	8	"RSF"
130	126	6	4	6	"RSF"
130	127	6	3	6	"RSF"
130	128	7	3	7	"RSF"
130	129	6	5	6	"RSF"
130	130	6	3	6	"RSF"
140	1	7	0	7	"RSF"
140	2	6	0	6	"RSF"
140	3	7	0	7	"RSF"
140	4	6	1	6	"RSF"
140	5	8	0	8	"RSF"
140	6	6	0	6	"RSF"
140	7	7	0	7	"RSF"
140	8	6	0	6	"RSF"
140	9	6	1	6	"RSF"
140	10	6	1	6	"RSF"
140	11	7	1	7	"RSF"
140	12	7	0	7	"RSF"
140	13	8	1	8	"RSF"
140	14	6	2	6	"RSF"
140	15	7	3	7	"RSF"
140	16	7	0	7	"RSF"
140	17	7	1	7	"RSF"
140	18	7	1	7	"RSF"
140	19	6	0	6	"RSF"
140	20	6	1	6	"RSF"
140	21	6	1	6	"RSF"
140	22	5	2	5	"RSF"
140	23	6	1	6	"RSF"
140	24	7	2	7	"RSF"
140	25	8	1	8	"RSF"
140	26	6	2	6	"RSF"
140	27	6	0	6	"RSF"
140	28	6	3	6	"RSF"
140	29	7	2	7	"RSF"
140	30	6	1	6	"RSF"
140	31	5	1	5	"RSF"
140	32	7	5	7	"RSF"
140	33	6	1	6	"RSF"
140	34	6	5	6	"RSF"
140	35	6	3	6	"RSF"
140	36	5	1	5	"RSF"
140	37	6	3	6	"RSF"
140	38	7	2	7	"RSF"
140	39	5	2	5	"RSF"
140	40	7	1	7	"RSF"
140	41	7	1	7	"RSF"
140	42	6	0	6	"RSF"
140	43	7	2	7	"RSF"
140	44	7	2	7	"RSF"
140	45	7	3	7	"RSF"
140	46	7	3	7	"RSF"
140	47	6	0	6	"RSF"
140	48	7	4	7	"RSF"
140	49	6	3	6	"RSF"
140	50	6	2	6	"RSF"
140	51	8	4	8	"RSF"
140	52	6	4	6	"RSF"
140	53	6	1	6	"RSF"
140	54	6	1	6	"RSF"
140	55	5	1	5	"RSF"
140	56	7	5	7	"RSF"
140	57	7	5	7	"RSF"
140	58	7	2	7	"RSF"
140	59	4	2	4	"RSF"
140	60	7	4	7	"RSF"
140	61	7	2	7	"RSF"
140	62	6	2	6	"RSF"
140	63	6	1	6	"RSF"
140	64	6	1	6	"RSF"
140	65	7	5	7	"RSF"
140	66	6	1	6	"RSF"
140	67	7	4	7	"RSF"
140	68	7	2	7	"RSF"
140	69	7	3	7	"RSF"
140	70	7	3	7	"RSF"
140	71	7	3	7	"RSF"
140	72	6	2	6	"RSF"
140	73	7	5	7	"RSF"
140	74	7	5	7	"RSF"
140	75	6	5	6	"RSF"
140	76	6	4	6	"RSF"
140	77	6	2	6	"RSF"
140	78	5	3	5	"RSF"
140	79	7	3	7	"RSF"
140	80	5	2	5	"RSF"
140	81	7	4	7	"RSF"
140	82	6	4	6	"RSF"
140	83	6	3	6	"RSF"
140	84	6	1	6	"RSF"
140	85	5	4	5	"RSF"
140	86	7	1	7	"RSF"
140	87	6	2	6	"RSF"
140	88	7	2	7	"RSF"
140	89	5	2	5	"RSF"
140	90	6	1	6	"RSF"
140	91	6	6	6	"RSF"
140	92	3	0	3	"RSF"
140	93	7	4	7	"RSF"
140	94	7	6	7	"RSF"
140	95	5	3	5	"RSF"
140	96	7	4	7	"RSF"
140	97	6	3	6	"RSF"
140	98	7	3	7	"RSF"
140	99	6	2	6	"RSF"
140	100	6	3	6	"RSF"
140	101	7	3	7	"RSF"
140	102	7	4	7	"RSF"
140	103	6	4	6	"RSF"
140	104	6	4	6	"RSF"
140	105	6	4	6	"RSF"
140	106	6	5	6	"RSF"
140	107	5	4	5	"RSF"
140	108	7	3	7	"RSF"
140	109	7	4	7	"RSF"
140	110	6	4	6	"RSF"
140	111	6	1	6	"RSF"
140	112	6	4	6	"RSF"
140	113	6	2	6	"RSF"
140	114	6	2	6	"RSF"
140	115	7	5	7	"RSF"
140	116	6	1	6	"RSF"
140	117	7	3	7	"RSF"
140	118	6	3	6	"RSF"
140	119	7	2	7	"RSF"
140	120	8	4	8	"RSF"
140	121	5	4	5	"RSF"
140	122	6	3	6	"RSF"
140	123	6	5	6	"RSF"
140	124	5	3	5	"RSF"
140	125	7	3	7	"RSF"
140	126	7	5	7	"RSF"
140	127	6	3	6	"RSF"
140	128	6	5	6	"RSF"
140	129	6	4	6	"RSF"
140	130	6	3	6	"RSF"
140	131	6	4	6	"RSF"
140	132	6	3	6	"RSF"
140	133	6	4	6	"RSF"
140	134	5	4	5	"RSF"
140	135	5	4	5	"RSF"
140	136	6	3	6	"RSF"
140	137	5	5	5	"RSF"
140	138	7	5	7	"RSF"
140	139	5	3	5	"RSF"
140	140	7	5	7	"RSF"
150	1	7	0	7	"RSF"
150	2	8	0	8	"RSF"
150	3	7	0	7	"RSF"
150	4	7	1	7	"RSF"
150	5	8	1	8	"RSF"
150	6	7	0	7	"RSF"
150	7	7	2	7	"RSF"
150	8	6	0	6	"RSF"
150	9	7	1	7	"RSF"
150	10	6	0	6	"RSF"
150	11	6	0	6	"RSF"
150	12	7	1	7	"RSF"
150	13	7	1	7	"RSF"
150	14	7	1	7	"RSF"
150	15	6	2	6	"RSF"
150	16	7	2	7	"RSF"
150	17	7	3	7	"RSF"
150	18	6	2	6	"RSF"
150	19	6	0	6	"RSF"
150	20	7	0	7	"RSF"
150	21	5	1	5	"RSF"
150	22	5	1	5	"RSF"
150	23	5	1	5	"RSF"
150	24	7	2	7	"RSF"
150	25	6	2	6	"RSF"
150	26	6	3	6	"RSF"
150	27	7	2	7	"RSF"
150	28	7	2	7	"RSF"
150	29	7	1	7	"RSF"
150	30	7	3	7	"RSF"
150	31	6	1	6	"RSF"
150	32	5	1	5	"RSF"
150	33	7	3	7	"RSF"
150	34	6	2	6	"RSF"
150	35	7	4	7	"RSF"
150	36	7	2	7	"RSF"
150	37	7	1	7	"RSF"
150	38	6	2	6	"RSF"
150	39	5	2	5	"RSF"
150	40	6	4	6	"RSF"
150	41	7	1	7	"RSF"
150	42	6	1	6	"RSF"
150	43	7	4	7	"RSF"
150	44	5	3	5	"RSF"
150	45	7	4	7	"RSF"
150	46	7	3	7	"RSF"
150	47	5	0	5	"RSF"
150	48	5	1	5	"RSF"
150	49	5	3	5	"RSF"
150	50	4	3	4	"RSF"
150	51	6	1	6	"RSF"
150	52	7	1	7	"RSF"
150	53	4	0	4	"RSF"
150	54	6	0	6	"RSF"
150	55	5	2	5	"RSF"
150	56	6	3	6	"RSF"
150	57	6	1	6	"RSF"
150	58	7	4	7	"RSF"
150	59	6	4	6	"RSF"
150	60	5	1	5	"RSF"
150	61	6	4	6	"RSF"
150	62	7	4	7	"RSF"
150	63	6	3	6	"RSF"
150	64	5	2	5	"RSF"
150	65	7	4	7	"RSF"
150	66	6	3	6	"RSF"
150	67	7	5	7	"RSF"
150	68	8	3	8	"RSF"
150	69	5	2	5	"RSF"
150	70	8	4	8	"RSF"
150	71	7	2	7	"RSF"
150	72	7	2	7	"RSF"
150	73	7	2	7	"RSF"
150	74	5	1	5	"RSF"
150	75	7	3	7	"RSF"
150	76	6	2	6	"RSF"
150	77	6	3	6	"RSF"
150	78	7	3	7	"RSF"
150	79	5	2	5	"RSF"
150	80	5	2	5	"RSF"
150	81	7	2	7	"RSF"
150	82	5	2	5	"RSF"
150	83	6	3	6	"RSF"
150	84	5	4	5	"RSF"
150	85	8	4	8	"RSF"
150	86	7	5	7	"RSF"
150	87	7	4	7	"RSF"
150	88	6	2	6	"RSF"
150	89	6	3	6	"RSF"
150	90	6	3	6	"RSF"
150	91	6	5	6	"RSF"
150	92	6	2	6	"RSF"
150	93	5	2	5	"RSF"
150	94	7	3	7	"RSF"
150	95	7	2	7	"RSF"
150	96	6	3	6	"RSF"
150	97	7	3	7	"RSF"
150	98	7	1	7	"RSF"
150	99	7	4	7	"RSF"
150	100	7	4	7	"RSF"
150	101	8	4	8	"RSF"
150	102	7	4	7	"RSF"
150	103	6	4	6	"RSF"
150	104	7	3	7	"RSF"
150	105	6	1	6	"RSF"
150	106	7	4	7	"RSF"
150	107	6	5	6	"RSF"
150	108	6	4	6	"RSF"
150	109	5	1	5	"RSF"
150	110	7	4	7	"RSF"
150	111	5	3	5	"RSF"
150	112	5	3	5	"RSF"
150	113	6	3	6	"RSF"
150	114	7	4	7	"RSF"
150	115	6	2	6	"RSF"
150	116	6	4	6	"RSF"
150	117	6	4	6	"RSF"
150	118	6	5	6	"RSF"
150	119	5	3	5	"RSF"
150	120	6	4	6	"RSF"
150	121	5	3	5	"RSF"
150	122	7	5	7	"RSF"
150	123	6	4	6	"RSF"
150	124	5	1	5	"RSF"
150	125	7	5	7	"RSF"
150	126	6	2	6	"RSF"
150	127	7	4	7	"RSF"
150	128	7	3	7	"RSF"
150	129	7	3	7	"RSF"
150	130	6	1	6	"RSF"
150	131	7	6	7	"RSF"
150	132	5	4	5	"RSF"
150	133	7	4	7	"RSF"
150	134	7	4	7	"RSF"
150	135	7	4	7	"RSF"
150	136	6	4	6	"RSF"
150	137	7	6	7	"RSF"
150	138	5	2	5	"RSF"
150	139	7	5	7	"RSF"
150	140	6	4	6	"RSF"
150	141	5	1	5	"RSF"
150	142	5	4	5	"RSF"
150	143	7	5	7	"RSF"
150	144	4	2	4	"RSF"
150	145	7	5	7	"RSF"
150	146	6	2	6	"RSF"
150	147	7	4	7	"RSF"
150	148	4	2	4	"RSF"
150	149	7	5	7	"RSF"
150	150	5	3	5	"RSF"
160	1	7	0	7	"RSF"
160	2	7	1	7	"RSF"
160	3	7	0	7	"RSF"
160	4	7	0	7	"RSF"
160	5	6	1	6	"RSF"
160	6	7	0	7	"RSF"
160	7	7	0	7	"RSF"
160	8	6	1	6	"RSF"
160	9	5	0	5	"RSF"
160	10	7	0	7	"RSF"
160	11	7	1	7	"RSF"
160	12	5	2	5	"RSF"
160	13	6	0	6	"RSF"
160	14	7	1	7	"RSF"
160	15	7	1	7	"RSF"
160	16	7	0	7	"RSF"
160	17	7	2	7	"RSF"
160	18	6	1	6	"RSF"
160	19	6	0	6	"RSF"
160	20	7	1	7	"RSF"
160	21	6	2	6	"RSF"
160	22	7	3	7	"RSF"
160	23	7	1	7	"RSF"
160	24	6	2	6	"RSF"
160	25	7	1	7	"RSF"
160	26	5	1	5	"RSF"
160	27	7	1	7	"RSF"
160	28	5	1	5	"RSF"
160	29	6	1	6	"RSF"
160	30	8	3	8	"RSF"
160	31	6	0	6	"RSF"
160	32	7	3	7	"RSF"
160	33	7	2	7	"RSF"
160	34	7	1	7	"RSF"
160	35	7	1	7	"RSF"
160	36	7	4	7	"RSF"
160	37	8	2	8	"RSF"
160	38	7	2	7	"RSF"
160	39	6	4	6	"RSF"
160	40	6	2	6	"RSF"
160	41	6	2	6	"RSF"
160	42	6	3	6	"RSF"
160	43	6	3	6	"RSF"
160	44	4	1	4	"RSF"
160	45	7	3	7	"RSF"
160	46	6	3	6	"RSF"
160	47	6	0	6	"RSF"
160	48	7	1	7	"RSF"
160	49	7	6	7	"RSF"
160	50	7	2	7	"RSF"
160	51	6	4	6	"RSF"
160	52	6	2	6	"RSF"
160	53	6	1	6	"RSF"
160	54	7	1	7	"RSF"
160	55	6	2	6	"RSF"
160	56	6	1	6	"RSF"
160	57	5	1	5	"RSF"
160	58	6	3	6	"RSF"
160	59	7	0	7	"RSF"
160	60	6	2	6	"RSF"
160	61	4	1	4	"RSF"
160	62	8	4	8	"RSF"
160	63	8	4	8	"RSF"
160	64	6	3	6	"RSF"
160	65	7	4	7	"RSF"
160	66	6	3	6	"RSF"
160	67	6	3	6	"RSF"
160	68	6	5	6	"RSF"
160	69	6	4	6	"RSF"
160	70	6	4	6	"RSF"
160	71	6	5	6	"RSF"
160	72	6	3	6	"RSF"
160	73	5	4	5	"RSF"
160	74	6	4	6	"RSF"
160	75	7	3	7	"RSF"
160	76	6	2	6	"RSF"
160	77	7	3	7	"RSF"
160	78	7	3	7	"RSF"
160	79	7	5	7	"RSF"
160	80	7	4	7	"RSF"
160	81	6	4	6	"RSF"
160	82	8	3	8	"RSF"
160	83	6	2	6	"RSF"
160	84	6	2	6	"RSF"
160	85	7	5	7	"RSF"
160	86	6	5	6	"RSF"
160	87	7	4	7	"RSF"
160	88	7	4	7	"RSF"
160	89	8	3	8	"RSF"
160	90	6	4	6	"RSF"
160	91	4	3	4	"RSF"
160	92	7	3	7	"RSF"
160	93	7	4	7	"RSF"
160	94	5	4	5	"RSF"
160	95	6	3	6	"RSF"
160	96	8	3	8	"RSF"
160	97	7	5	7	"RSF"
160	98	6	4	6	"RSF"
160	99	5	2	5	"RSF"
160	100	7	6	7	"RSF"
160	101	8	4	8	"RSF"
160	102	7	3	7	"RSF"
160	103	5	4	5	"RSF"
160	104	7	3	7	"RSF"
160	105	7	4	7	"RSF"
160	106	5	2	5	"RSF"
160	107	5	4	5	"RSF"
160	108	7	3	7	"RSF"
160	109	7	1	7	"RSF"
160	110	7	5	7	"RSF"
160	111	7	2	7	"RSF"
160	112	6	4	6	"RSF"
160	113	7	4	7	"RSF"
160	114	6	4	6	"RSF"
160	115	8	6	8	"RSF"
160	116	7	6	7	"RSF"
160	117	7	4	7	"RSF"
