"number_wasps"	"w"	"total_alive"	"total_usurp"	"total_nested"
90	90	6	2	6
100	1	7	0	7
100	2	7	0	7
100	3	7	0	7
100	4	6	0	6
100	5	7	0	7
100	6	5	0	5
100	7	6	1	6
100	8	5	0	5
100	9	6	0	6
100	10	5	1	5
100	11	5	0	5
100	12	6	3	6
100	13	7	2	7
100	14	7	0	7
100	15	6	2	6
100	16	6	1	6
100	17	7	0	7
100	18	6	1	6
100	19	6	1	6
100	20	6	1	6
100	21	6	4	6
100	22	7	1	7
100	23	5	1	5
100	24	6	2	6
100	25	7	1	7
100	26	7	2	7
100	27	7	1	7
100	28	4	1	4
100	29	7	1	7
100	30	5	1	5
100	31	7	3	7
100	32	7	0	7
100	33	7	1	7
100	34	7	1	7
100	35	6	0	6
100	36	7	3	7
100	37	5	1	5
100	38	5	0	5
100	39	5	2	5
100	40	5	3	5
100	41	6	1	6
100	42	7	3	7
100	43	6	3	6
100	44	6	1	6
100	45	6	1	6
100	46	6	1	6
100	47	7	3	7
100	48	6	1	6
100	49	6	2	6
100	50	6	1	6
100	51	6	3	6
100	52	5	4	5
100	53	6	1	6
100	54	7	1	7
100	55	6	2	6
100	56	6	1	6
100	57	7	4	7
100	58	7	4	7
100	59	7	2	7
100	60	7	1	7
100	61	6	2	6
100	62	5	2	5
100	63	6	3	6
100	64	6	0	6
100	65	6	1	6
100	66	3	3	3
100	67	5	3	5
100	68	7	4	7
100	69	7	3	7
100	70	5	2	5
100	71	7	1	7
100	72	6	1	6
100	73	6	0	6
100	74	5	2	5
100	75	6	1	6
100	76	6	5	6
100	77	6	2	6
100	78	6	1	6
100	79	6	3	6
100	80	7	4	7
100	81	5	1	5
100	82	5	2	5
100	83	6	1	6
100	84	6	1	6
100	85	7	1	7
100	86	6	2	6
100	87	4	3	4
100	88	6	2	6
100	89	6	0	6
100	90	5	2	5
100	91	6	2	6
100	92	7	3	7
100	93	5	2	5
100	94	5	2	5
100	95	7	2	7
100	96	6	3	6
100	97	7	3	7
100	98	5	3	5
100	99	5	5	5
100	100	6	3	6
110	1	9	0	9
110	2	9	0	9
110	3	8	0	8
110	4	8	0	8
110	5	7	0	7
110	6	8	1	8
110	7	8	1	8
110	8	7	0	7
110	9	8	0	8
110	10	8	2	8
110	11	8	1	8
110	12	8	1	8
110	13	8	0	8
110	14	8	1	8
110	15	7	0	7
110	16	7	1	7
110	17	8	1	8
110	18	7	2	7
110	19	8	0	8
110	20	8	1	8
110	21	8	1	8
110	22	8	2	8
110	23	8	2	8
110	24	8	2	8
110	25	7	1	7
110	26	8	1	8
110	27	8	3	8
110	28	8	1	8
110	29	7	0	7
110	30	8	0	8
110	31	6	2	6
110	32	8	2	8
110	33	8	4	8
110	34	8	3	8
110	35	8	1	8
110	36	8	3	8
110	37	8	2	8
110	38	8	2	8
110	39	7	4	7
110	40	8	1	8
110	41	8	4	8
110	42	8	0	8
110	43	8	1	8
110	44	8	3	8
110	45	8	6	8
110	46	7	3	7
110	47	8	4	8
110	48	8	2	8
110	49	8	0	8
110	50	7	1	7
110	51	8	3	8
110	52	8	1	8
110	53	8	3	8
110	54	8	1	8
110	55	8	2	8
110	56	7	4	7
110	57	7	4	7
110	58	8	3	8
110	59	8	3	8
110	60	8	4	8
110	61	7	3	7
110	62	8	0	8
110	63	7	3	7
110	64	8	4	8
110	65	8	2	8
110	66	8	2	8
110	67	6	1	6
110	68	8	6	8
110	69	8	2	8
110	70	7	3	7
110	71	8	3	8
110	72	8	2	8
110	73	8	3	8
110	74	8	5	8
110	75	8	3	8
110	76	8	4	8
110	77	8	5	8
110	78	8	4	8
110	79	8	3	8
110	80	8	6	8
110	81	8	5	8
110	82	8	3	8
110	83	7	2	7
110	84	8	4	8
110	85	8	1	8
110	86	7	4	7
110	87	7	4	7
110	88	8	2	8
110	89	8	3	8
110	90	8	2	8
110	91	7	5	7
110	92	8	5	8
110	93	8	4	8
110	94	8	3	8
110	95	7	3	7
110	96	8	2	8
110	97	8	3	8
110	98	8	1	8
110	99	8	1	8
110	100	8	5	8
110	101	8	2	8
110	102	8	3	8
110	103	8	3	8
110	104	7	4	7
110	105	6	3	6
110	106	8	3	8
110	107	7	5	7
110	108	8	3	8
110	109	7	3	7
110	110	9	4	9
120	1	3	0	3
120	2	4	0	4
120	3	4	0	4
120	4	4	0	4
120	5	4	0	4
120	6	3	0	3
120	7	3	0	3
120	8	4	0	4
120	9	3	1	3
120	10	3	1	3
120	11	4	0	4
120	12	4	1	4
120	13	3	1	3
120	14	4	0	4
120	15	4	0	4
120	16	3	0	3
120	17	3	0	3
120	18	4	1	4
120	19	4	1	4
120	20	4	0	4
120	21	3	0	3
120	22	4	1	4
120	23	3	1	3
120	24	3	2	3
120	25	4	1	4
120	26	4	0	4
120	27	4	1	4
120	28	4	1	4
120	29	3	0	3
120	30	3	1	3
120	31	4	0	4
120	32	3	1	3
120	33	3	1	3
120	34	3	3	3
120	35	3	1	3
120	36	4	0	4
120	37	3	3	3
120	38	4	0	4
120	39	3	1	3
120	40	4	1	4
120	41	3	0	3
120	42	4	2	4
120	43	3	2	3
120	44	5	1	5
120	45	3	1	3
120	46	3	1	3
120	47	3	2	3
120	48	3	0	3
120	49	3	0	3
120	50	2	0	2
120	51	4	0	4
120	52	4	1	4
120	53	4	0	4
120	54	4	1	4
120	55	3	1	3
120	56	5	0	5
120	57	3	1	3
120	58	3	0	3
120	59	2	1	2
120	60	4	1	4
120	61	4	3	4
120	62	3	2	3
120	63	4	1	4
120	64	4	2	4
120	65	3	2	3
120	66	3	3	3
120	67	3	1	3
120	68	4	3	4
120	69	3	0	3
120	70	3	1	3
120	71	3	0	3
120	72	4	0	4
120	73	3	0	3
120	74	3	1	3
120	75	4	3	4
120	76	3	1	3
120	77	3	1	3
120	78	4	2	4
120	79	4	4	4
120	80	4	2	4
120	81	3	2	3
120	82	4	3	4
120	83	3	1	3
120	84	3	1	3
120	85	4	1	4
120	86	3	1	3
120	87	3	0	3
120	88	3	1	3
120	89	4	1	4
120	90	3	2	3
120	91	4	2	4
120	92	4	0	4
120	93	3	1	3
120	94	4	2	4
120	95	4	2	4
120	96	3	2	3
120	97	3	0	3
120	98	3	1	3
120	99	4	2	4
120	100	4	2	4
120	101	3	1	3
120	102	3	2	3
120	103	3	1	3
120	104	4	1	4
120	105	3	2	3
120	106	3	3	3
120	107	3	1	3
120	108	2	1	2
120	109	2	0	2
120	110	4	2	4
120	111	3	1	3
120	112	3	1	3
120	113	3	2	3
120	114	3	2	3
120	115	4	1	4
120	116	3	0	3
120	117	4	1	4
120	118	4	0	4
120	119	3	2	3
120	120	3	0	3
130	1	5	0	5
130	2	6	0	6
130	3	6	0	6
130	4	6	0	6
130	5	6	0	6
130	6	5	0	5
130	7	5	0	5
130	8	6	0	6
130	9	6	1	6
130	10	5	0	5
130	11	6	0	6
130	12	6	2	6
130	13	7	0	7
130	14	6	0	6
130	15	7	0	7
130	16	6	1	6
130	17	6	2	6
130	18	6	1	6
130	19	6	0	6
130	20	6	0	6
130	21	7	2	7
130	22	6	0	6
130	23	6	2	6
130	24	6	2	6
130	25	6	2	6
130	26	6	0	6
130	27	6	3	6
130	28	6	0	6
130	29	6	3	6
130	30	6	1	6
130	31	6	0	6
130	32	6	1	6
130	33	6	0	6
130	34	6	1	6
130	35	6	1	6
130	36	6	1	6
130	37	6	0	6
130	38	6	1	6
130	39	4	2	4
130	40	4	0	4
130	41	7	0	7
130	42	6	1	6
130	43	6	2	6
130	44	5	2	5
130	45	6	1	6
130	46	7	2	7
130	47	6	1	6
130	48	6	1	6
130	49	6	3	6
130	50	5	1	5
130	51	6	1	6
130	52	6	3	6
130	53	5	1	5
130	54	6	2	6
130	55	6	1	6
130	56	6	1	6
130	57	6	2	6
130	58	5	4	5
130	59	6	0	6
130	60	5	0	5
130	61	6	2	6
130	62	6	2	6
130	63	6	3	6
130	64	6	3	6
130	65	6	2	6
130	66	6	3	6
130	67	6	5	6
130	68	6	2	6
130	69	6	2	6
130	70	6	1	6
130	71	6	2	6
130	72	6	1	6
130	73	6	2	6
130	74	6	2	6
130	75	6	2	6
130	76	6	2	6
130	77	6	4	6
130	78	5	0	5
130	79	5	2	5
130	80	6	2	6
130	81	6	3	6
130	82	5	1	5
130	83	6	3	6
130	84	6	3	6
130	85	4	2	4
130	86	6	3	6
130	87	5	3	5
130	88	7	3	7
130	89	6	3	6
130	90	6	4	6
130	91	5	3	5
130	92	6	2	6
130	93	5	3	5
130	94	6	3	6
130	95	6	5	6
130	96	6	3	6
130	97	6	1	6
130	98	6	4	6
130	99	5	2	5
130	100	6	2	6
130	101	6	1	6
130	102	6	3	6
130	103	6	2	6
130	104	7	2	7
130	105	5	3	5
130	106	6	2	6
130	107	5	2	5
130	108	6	4	6
130	109	5	3	5
130	110	7	3	7
130	111	6	3	6
130	112	5	2	5
130	113	6	4	6
130	114	5	4	5
130	115	4	3	4
130	116	4	1	4
130	117	5	2	5
130	118	6	3	6
130	119	6	4	6
130	120	6	3	6
130	121	5	4	5
130	122	5	2	5
130	123	7	3	7
130	124	6	4	6
130	125	6	5	6
130	126	5	4	5
130	127	6	5	6
130	128	6	3	6
130	129	6	4	6
130	130	5	2	5
140	1	5	0	5
140	2	6	0	6
140	3	6	0	6
140	4	6	0	6
140	5	6	0	6
140	6	6	0	6
140	7	5	0	5
140	8	6	0	6
140	9	6	0	6
140	10	6	1	6
140	11	5	0	5
140	12	6	0	6
140	13	6	1	6
140	14	5	0	5
140	15	6	1	6
140	16	6	1	6
140	17	5	0	5
140	18	5	1	5
140	19	5	1	5
140	20	6	1	6
140	21	6	0	6
140	22	6	0	6
140	23	6	2	6
140	24	6	0	6
140	25	6	2	6
140	26	6	1	6
140	27	6	0	6
140	28	6	2	6
140	29	6	0	6
140	30	6	0	6
140	31	5	0	5
140	32	6	2	6
140	33	6	0	6
140	34	6	0	6
140	35	6	1	6
140	36	5	2	5
140	37	6	0	6
140	38	7	2	7
140	39	6	4	6
140	40	5	0	5
140	41	5	2	5
140	42	5	0	5
140	43	6	2	6
140	44	6	1	6
140	45	6	3	6
140	46	6	3	6
140	47	5	1	5
140	48	5	0	5
140	49	6	2	6
140	50	6	1	6
140	51	7	4	7
140	52	6	1	6
140	53	6	2	6
140	54	6	3	6
140	55	5	0	5
140	56	6	3	6
140	57	6	1	6
140	58	5	1	5
140	59	4	0	4
140	60	5	3	5
140	61	5	3	5
140	62	6	1	6
140	63	6	2	6
140	64	7	1	7
140	65	6	4	6
140	66	6	2	6
140	67	5	2	5
140	68	6	3	6
140	69	6	2	6
140	70	6	2	6
140	71	5	1	5
140	72	6	0	6
140	73	6	2	6
140	74	5	1	5
140	75	6	2	6
140	76	5	1	5
140	77	6	1	6
140	78	6	4	6
140	79	6	2	6
140	80	6	2	6
140	81	6	3	6
140	82	6	2	6
140	83	5	2	5
140	84	5	2	5
140	85	6	4	6
140	86	6	3	6
140	87	6	3	6
140	88	6	4	6
140	89	5	2	5
140	90	5	0	5
140	91	6	1	6
140	92	5	2	5
140	93	6	3	6
140	94	6	4	6
140	95	6	2	6
140	96	5	4	5
140	97	6	1	6
140	98	6	2	6
140	99	6	1	6
140	100	6	5	6
140	101	6	5	6
140	102	5	4	5
140	103	6	2	6
140	104	6	3	6
140	105	6	3	6
140	106	5	1	5
140	107	6	2	6
140	108	6	3	6
140	109	6	1	6
140	110	6	1	6
140	111	6	3	6
140	112	6	3	6
140	113	5	2	5
140	114	5	2	5
140	115	6	3	6
140	116	6	3	6
140	117	6	4	6
140	118	6	1	6
140	119	6	2	6
140	120	6	3	6
140	121	5	2	5
140	122	6	0	6
140	123	6	4	6
140	124	6	4	6
140	125	6	1	6
140	126	6	2	6
140	127	6	1	6
140	128	6	5	6
140	129	6	2	6
140	130	6	3	6
140	131	6	2	6
140	132	5	3	5
140	133	6	3	6
140	134	4	0	4
140	135	6	5	6
140	136	4	2	4
140	137	6	2	6
140	138	6	4	6
140	139	5	0	5
140	140	6	1	6
150	1	9	0	9
150	2	8	0	8
150	3	9	0	9
150	4	8	0	8
150	5	8	0	8
150	6	8	1	8
150	7	9	0	9
150	8	8	2	8
150	9	8	0	8
150	10	8	1	8
150	11	9	0	9
150	12	9	2	9
150	13	9	0	9
150	14	8	0	8
150	15	9	1	9
150	16	8	1	8
150	17	9	1	9
150	18	9	2	9
150	19	8	1	8
150	20	8	1	8
150	21	9	1	9
150	22	7	1	7
150	23	9	3	9
150	24	9	2	9
150	25	9	2	9
150	26	9	4	9
150	27	8	0	8
150	28	9	1	9
150	29	8	5	8
150	30	8	3	8
150	31	8	2	8
150	32	9	1	9
150	33	9	1	9
150	34	9	2	9
150	35	7	5	7
150	36	9	2	9
150	37	7	1	7
150	38	9	3	9
150	39	9	2	9
150	40	9	4	9
150	41	7	1	7
150	42	8	2	8
150	43	8	3	8
150	44	7	2	7
150	45	9	5	9
150	46	8	1	8
150	47	7	3	7
150	48	9	3	9
150	49	8	4	8
150	50	8	4	8
150	51	7	3	7
150	52	8	2	8
150	53	8	2	8
150	54	9	1	9
150	55	9	4	9
150	56	8	3	8
150	57	8	1	8
150	58	9	2	9
150	59	8	3	8
150	60	8	1	8
150	61	9	5	9
150	62	8	2	8
150	63	8	2	8
150	64	8	1	8
150	65	8	2	8
150	66	9	4	9
150	67	7	3	7
150	68	8	2	8
150	69	9	4	9
150	70	8	6	8
150	71	9	3	9
150	72	8	2	8
150	73	9	5	9
150	74	9	3	9
150	75	9	3	9
150	76	9	5	9
150	77	9	5	9
150	78	9	2	9
150	79	7	5	7
150	80	8	3	8
150	81	9	5	9
150	82	8	2	8
150	83	8	3	8
150	84	9	5	9
150	85	9	1	9
150	86	8	5	8
150	87	7	4	7
150	88	8	3	8
150	89	9	6	9
150	90	8	2	8
150	91	6	1	6
150	92	8	4	8
150	93	8	3	8
150	94	7	5	7
150	95	7	5	7
150	96	9	6	9
150	97	7	2	7
150	98	8	3	8
150	99	8	3	8
150	100	7	5	7
150	101	8	5	8
150	102	7	5	7
150	103	8	3	8
150	104	9	4	9
150	105	8	2	8
150	106	7	5	7
150	107	9	9	9
150	108	9	6	9
150	109	8	6	8
150	110	7	3	7
150	111	9	5	9
150	112	7	2	7
150	113	9	5	9
150	114	9	3	9
150	115	7	3	7
150	116	8	4	8
150	117	7	3	7
150	118	9	6	9
150	119	8	5	8
150	120	8	8	8
150	121	8	2	8
150	122	7	4	7
150	123	6	3	6
150	124	8	3	8
150	125	8	5	8
150	126	9	2	9
150	127	7	3	7
150	128	8	3	8
150	129	7	4	7
150	130	9	6	9
150	131	9	6	9
150	132	8	3	8
150	133	9	6	9
150	134	9	5	9
150	135	8	4	8
150	136	7	3	7
150	137	9	5	9
150	138	8	7	8
150	139	8	4	8
150	140	8	4	8
150	141	7	3	7
150	142	7	4	7
150	143	7	4	7
150	144	6	4	6
150	145	8	2	8
150	146	8	5	8
150	147	8	6	8
150	148	8	6	8
150	149	8	5	8
150	150	8	5	8
160	1	8	0	8
160	2	8	0	8
160	3	8	0	8
160	4	8	1	8
160	5	8	1	8
160	6	8	0	8
160	7	8	1	8
160	8	8	1	8
160	9	9	0	9
160	10	7	0	7
160	11	8	0	8
160	12	7	0	7
160	13	6	1	6
160	14	8	1	8
160	15	8	1	8
160	16	7	2	7
160	17	6	1	6
160	18	7	0	7
160	19	8	1	8
160	20	8	0	8
160	21	8	2	8
160	22	8	2	8
160	23	8	0	8
160	24	8	3	8
160	25	6	2	6
160	26	7	2	7
160	27	7	1	7
160	28	8	2	8
160	29	8	1	8
160	30	8	2	8
160	31	8	2	8
160	32	8	0	8
160	33	8	0	8
160	34	8	3	8
160	35	8	1	8
160	36	8	2	8
160	37	7	0	7
160	38	7	2	7
160	39	8	3	8
160	40	8	3	8
160	41	8	3	8
160	42	8	1	8
160	43	6	1	6
160	44	7	2	7
160	45	8	1	8
160	46	8	3	8
160	47	7	3	7
160	48	7	3	7
160	49	7	3	7
160	50	8	5	8
160	51	6	5	6
160	52	8	2	8
160	53	7	2	7
160	54	7	1	7
160	55	7	2	7
160	56	7	2	7
160	57	7	1	7
160	58	7	1	7
160	59	8	2	8
160	60	7	2	7
160	61	6	2	6
160	62	6	2	6
160	63	7	4	7
160	64	7	3	7
160	65	8	3	8
160	66	8	3	8
160	67	8	2	8
160	68	6	0	6
160	69	7	3	7
160	70	7	2	7
160	71	8	5	8
160	72	7	2	7
160	73	7	1	7
160	74	7	2	7
160	75	7	3	7
160	76	7	2	7
160	77	6	3	6
160	78	6	3	6
160	79	8	5	8
160	80	6	3	6
160	81	5	3	5
160	82	7	1	7
160	83	8	5	8
160	84	7	4	7
160	85	7	2	7
160	86	7	3	7
160	87	8	1	8
160	88	7	2	7
160	89	8	5	8
160	90	7	5	7
160	91	6	4	6
160	92	7	3	7
160	93	7	3	7
160	94	7	4	7
160	95	8	5	8
160	96	6	2	6
160	97	6	2	6
160	98	8	5	8
160	99	7	4	7
160	100	8	3	8
160	101	8	3	8
160	102	7	4	7
160	103	8	2	8
160	104	7	3	7
160	105	7	3	7
160	106	7	5	7
160	107	7	3	7
160	108	6	4	6
160	109	5	1	5
160	110	7	3	7
160	111	7	3	7
160	112	7	4	7
160	113	7	3	7
160	114	7	1	7
160	115	7	3	7
160	116	8	6	8
160	117	6	4	6
160	118	7	5	7
160	119	7	5	7
160	120	5	5	5
160	121	7	2	7
160	122	6	3	6
160	123	7	3	7
160	124	6	3	6
160	125	8	5	8
160	126	7	1	7
160	127	7	5	7
160	128	8	2	8
160	129	7	4	7
160	130	8	4	8
160	131	8	5	8
160	132	8	4	8
160	133	7	4	7
160	134	7	3	7
160	135	8	4	8
160	136	8	4	8
160	137	7	3	7
160	138	6	5	6
160	139	7	4	7
160	140	8	4	8
160	141	8	4	8
160	142	8	5	8
160	143	7	2	7
160	144	6	4	6
160	145	7	3	7
160	146	7	4	7
160	147	6	1	6
160	148	7	3	7
160	149	8	3	8
160	150	7	5	7
160	151	7	3	7
160	152	7	3	7
160	153	6	3	6
160	154	7	4	7
160	155	6	4	6
160	156	6	5	6
160	157	7	4	7
160	158	7	5	7
160	159	5	2	5
160	160	8	6	8
170	1	8	0	8
170	2	6	0	6
170	3	7	0	7
170	4	8	0	8
170	5	7	0	7
170	6	7	0	7
170	7	7	1	7
170	8	7	0	7
170	9	8	1	8
170	10	6	0	6
170	11	7	2	7
170	12	7	0	7
170	13	9	0	9
170	14	8	0	8
170	15	7	1	7
170	16	6	1	6
170	17	5	2	5
170	18	7	1	7
170	19	6	0	6
170	20	8	3	8
170	21	8	1	8
170	22	6	0	6
170	23	6	1	6
170	24	7	1	7
170	25	6	1	6
170	26	7	0	7
170	27	7	0	7
170	28	7	2	7
170	29	8	0	8
170	30	4	0	4
170	31	4	1	4
170	32	8	2	8
170	33	7	2	7
170	34	6	1	6
170	35	6	1	6
170	36	8	4	8
170	37	6	1	6
170	38	5	1	5
170	39	7	1	7
170	40	8	2	8
170	41	6	1	6
170	42	6	0	6
170	43	6	0	6
170	44	7	0	7
170	45	7	2	7
170	46	7	3	7
170	47	6	2	6
170	48	7	4	7
170	49	7	1	7
170	50	6	2	6
170	51	7	0	7
170	52	5	1	5
170	53	7	0	7
170	54	8	4	8
170	55	5	1	5
170	56	7	2	7
170	57	7	3	7
170	58	8	1	8
170	59	4	1	4
170	60	6	1	6
170	61	7	0	7
170	62	7	1	7
170	63	8	4	8
170	64	4	0	4
170	65	5	1	5
170	66	7	2	7
170	67	7	4	7
170	68	5	3	5
170	69	7	0	7
170	70	7	2	7
170	71	7	4	7
170	72	5	2	5
170	73	8	2	8
170	74	7	2	7
170	75	7	3	7
170	76	6	0	6
170	77	7	2	7
170	78	7	3	7
170	79	8	2	8
170	80	8	4	8
170	81	6	3	6
170	82	7	1	7
170	83	7	4	7
170	84	7	1	7
170	85	6	1	6
170	86	6	1	6
170	87	7	5	7
170	88	8	3	8
170	89	7	3	7
170	90	8	4	8
170	91	5	2	5
170	92	6	2	6
170	93	8	2	8
170	94	7	2	7
170	95	6	2	6
170	96	6	2	6
170	97	5	2	5
170	98	7	3	7
170	99	6	1	6
170	100	8	3	8
170	101	6	2	6
170	102	5	2	5
170	103	7	4	7
170	104	7	5	7
170	105	6	0	6
170	106	7	2	7
170	107	6	4	6
170	108	5	3	5
170	109	7	0	7
170	110	6	3	6
170	111	8	3	8
170	112	5	1	5
170	113	6	2	6
170	114	6	2	6
170	115	7	1	7
170	116	7	2	7
170	117	8	1	8
170	118	5	4	5
170	119	8	3	8
170	120	7	3	7
170	121	7	6	7
170	122	7	3	7
170	123	6	5	6
170	124	7	3	7
170	125	6	1	6
170	126	8	4	8
170	127	7	4	7
170	128	7	4	7
170	129	7	1	7
170	130	6	4	6
170	131	7	2	7
170	132	6	1	6
170	133	7	3	7
